snapshot_ts,parent_event_id,fomc_decision_date,market_type,is_sparse_ctf,days_to_next_fomc,expected_bps,p_no_change,margin_over_second,n_brackets,modal_prob,modal_outcome_bps,modal_direction,distance_from_uniform,reit_index_open,reit_index_high,reit_index_low,reit_index_close,reit_index_fwd_21d_return,sora_level_realized,sora_fwd_21d_level,sora_fwd_21d_change,sora_fwd_21d_abs_change,sora_level_t2,sora_90d_change_t2,sora_3m_t2,sora_term_spread_t2
2022-09-23,901491,2022-11-02,FPMM,False,40,68.589733,0.0,0.404959,4,0.68533,75.0,hike,0.43533,1240.5699,1241.0699,1221.48,1226.3101,-0.132071,2.4129,2.8631,0.4502,0.4502,1.6232,5.91,1.8968,0.2736
2022-09-26,901491,2022-11-02,FPMM,False,37,69.062718,0.0,0.417811,4,0.723778,75.0,hike,0.473778,1223.55,1229.37,1197.4399,1197.48,-0.080377,2.5312,2.9027,0.3715,0.3715,1.9389,7.53,1.9009,-0.038
2022-09-27,901491,2022-11-02,FPMM,False,36,68.947408,0.0,0.420354,4,0.723778,75.0,hike,0.473778,1202.38,1203.0,1177.23,1182.91,-0.065491,2.7578,2.8342,0.0764,0.0764,2.4129,57.84,1.9207,-0.4922
2022-09-28,901491,2022-11-02,FPMM,False,35,67.434649,0.0,0.330054,4,0.723778,75.0,hike,0.473778,1182.46,1185.83,1148.37,1151.84,-0.039311,2.7431,2.8441,0.101,0.101,2.5312,66.84,1.928,-0.6032
2022-09-29,901491,2022-11-02,FPMM,False,34,66.463488,0.0,0.312878,4,0.635564,75.0,hike,0.385564,1162.85,1167.92,1145.8199,1146.35,-0.044855,3.8935,2.8521,-1.0414,1.0414,2.7578,120.07,1.9381,-0.8197
2022-09-30,901491,2022-11-02,FPMM,False,33,67.71701,0.0,0.422154,4,0.713044,75.0,hike,0.463044,1145.12,1166.11,1131.99,1158.13,-0.046489,4.3916,2.5984,-1.7932,1.7932,2.7431,118.6,1.9477,-0.7954
2022-10-03,901491,2022-11-02,FPMM,False,30,66.607359,0.0,0.332412,4,0.689878,75.0,hike,0.439878,1151.41,1151.41,1139.96,1141.72,-0.0175,3.3298,2.6474,-0.6824,0.6824,3.8935,235.73,1.9732,-1.9203
2022-10-04,901491,2022-11-02,FPMM,False,29,66.065211,0.0,0.280993,4,0.639103,75.0,hike,0.389103,1153.48,1167.47,1153.48,1162.29,-0.069836,3.4719,2.6021,-0.8698,0.8698,4.3916,260.79,2.0655,-2.3261
2022-10-05,901491,2022-11-02,FPMM,False,28,65.834996,0.0,0.252301,4,0.643116,75.0,hike,0.393116,1169.84,1180.67,1165.38,1175.9399,-0.07929,3.0171,3.0022,-0.0149,0.0149,3.3298,151.75,2.0851,-1.2447
2022-10-06,901491,2022-11-02,FPMM,False,27,66.728698,0.0,0.352593,4,0.686432,75.0,hike,0.436432,1176.87,1178.66,1167.49,1174.36,-0.076612,3.051,2.8969,-0.1541,0.1541,3.4719,182.9,2.1035,-1.3684
2022-10-07,901491,2022-11-02,FPMM,False,26,67.957066,0.0,0.444812,4,0.732014,75.0,hike,0.482014,1173.64,1179.3101,1157.42,1160.9,-0.067517,3.3825,2.9901,-0.3924,0.3924,3.0171,137.42,2.1167,-0.9004
2022-10-10,901491,2022-11-02,FPMM,False,23,70.589219,0.0,0.649358,4,0.833758,75.0,hike,0.583758,1153.02,1153.02,1140.62,1143.65,-0.041813,2.9205,2.9104,-0.0101,0.0101,3.051,131.21,2.1321,-0.9189
2022-10-11,901491,2022-11-02,FPMM,False,22,70.572636,0.0,0.648107,4,0.833758,75.0,hike,0.583758,1144.37,1157.55,1141.6,1143.88,-0.040896,3.3732,3.267,-0.1062,0.1062,3.3825,146.32,2.182,-1.2005
2022-10-12,901491,2022-11-02,FPMM,False,21,70.115411,0.0,0.622892,4,0.812051,75.0,hike,0.562051,1144.84,1147.49,1132.4301,1132.45,0.013325,2.8295,3.3943,0.5648,0.5648,2.9205,110.64,2.1929,-0.7276
2022-10-13,901491,2022-11-02,FPMM,False,20,70.243724,0.0,0.633124,4,0.826446,75.0,hike,0.576446,1134.85,1136.53,1114.5601,1115.61,0.037155,3.3484,3.0921,-0.2563,0.2563,3.3732,143.58,2.2088,-1.1644
2022-10-14,901491,2022-11-02,FPMM,False,19,75.170111,0.0,0.867708,4,0.935726,75.0,hike,0.685726,1125.24,1127.3199,1099.4399,1099.4399,0.05219,3.1934,2.952,-0.2414,0.2414,2.8295,89.21,2.2199,-0.6096
2022-10-17,901491,2022-11-02,FPMM,False,16,74.537379,0.0,0.895825,4,0.951102,75.0,hike,0.701102,1098.6801,1101.46,1078.96,1094.3101,0.055441,3.0285,2.9029,-0.1256,0.1256,3.3484,140.93,2.2353,-1.1131
2022-10-18,901491,2022-11-02,FPMM,False,15,74.258579,0.0,0.886244,4,0.951055,75.0,hike,0.701055,1097.9301,1110.47,1095.75,1099.0601,0.055038,3.131,3.2026,0.0716,0.0716,3.1934,130.13,2.2773,-0.9161
2022-10-19,901491,2022-11-02,FPMM,False,14,74.331988,0.0,0.879367,4,0.95323,75.0,hike,0.70323,1103.36,1106.37,1077.13,1078.04,0.073736,2.6315,3.5309,0.8994,0.8994,3.0285,116.67,2.2893,-0.7392
2022-10-20,901491,2022-11-02,FPMM,False,13,74.989606,0.0,0.856187,4,0.95323,75.0,hike,0.70323,1076.4301,1088.59,1073.45,1081.03,0.05702,3.1709,3.7997,0.6288,0.6288,3.131,133.86,2.3028,-0.8282
2022-10-21,901491,2022-11-02,FPMM,False,12,75.055439,0.0,0.858118,4,0.95323,75.0,hike,0.70323,1077.2,1077.2,1041.64,1043.9399,0.090494,3.1748,3.6666,0.4918,0.4918,2.6315,83.91,2.3112,-0.3203
2022-10-25,901491,2022-11-02,FPMM,False,8,74.505337,0.0,0.910658,4,0.958724,75.0,hike,0.708724,1053.1899,1067.8101,1050.83,1064.35,0.057594,2.8631,3.5174,0.6543,0.6543,3.1709,144.88,2.3263,-0.8446
2022-10-26,901491,2022-11-02,FPMM,False,7,74.41278,0.0,0.907755,4,0.965019,75.0,hike,0.715019,1070.41,1107.28,1070.1899,1101.23,0.024745,2.9027,3.5447,0.642,0.642,3.1748,148.4,2.3891,-0.7857
2022-10-27,901491,2022-11-02,FPMM,False,6,73.891579,0.0,0.90817,4,0.965019,75.0,hike,0.715019,1105.5699,1113.95,1099.3101,1105.4399,0.029129,2.8342,3.6561,0.8219,0.8219,2.8631,133.73,2.4016,-0.4615
2022-10-28,901491,2022-11-02,FPMM,False,5,73.903539,0.0,0.909174,4,0.976416,75.0,hike,0.726416,1106.26,1117.13,1101.9399,1106.5601,0.025394,2.8441,3.5562,0.7121,0.7121,2.9027,137.69,2.4148,-0.4879
2022-10-31,901491,2022-11-02,FPMM,False,2,73.227113,0.0,0.845207,4,0.952603,75.0,hike,0.702603,1113.66,1117.08,1085.85,1094.9301,0.048368,2.8521,3.7033,0.8512,0.8512,2.8342,69.88,2.4292,-0.405
2022-11-01,901491,2022-11-02,FPMM,False,1,73.193967,0.0,0.870284,4,0.944916,75.0,hike,0.694916,1095.35,1107.86,1093.47,1104.29,0.040814,2.5984,3.9119,1.3135,1.3135,2.8441,109.26,2.4534,-0.3907
2022-11-02,901491,2022-11-02,FPMM,False,0,74.063195,0.0,0.907801,4,0.962187,75.0,hike,0.712187,1105.88,1121.77,1095.97,1121.74,0.027226,2.6474,3.9219,1.2745,1.2745,2.8521,116.33,2.4613,-0.3908
2022-11-03,901492,2022-12-14,FPMM,False,41,59.119082,0.0,0.218199,4,0.604421,50.0,hike,0.354421,1105.28,1105.28,1072.42,1081.12,0.049301,2.6021,4.0119,1.4098,1.4098,2.5984,122.64,2.4705,-0.1279
2022-11-04,901492,2022-12-14,FPMM,False,40,59.165455,0.0,0.216685,4,0.630476,50.0,hike,0.380476,1077.35,1085.85,1065.0,1082.7,0.063757,3.0022,3.5244,0.5222,0.5222,2.6474,127.54,2.481,-0.1664
2022-11-07,901492,2022-12-14,FPMM,False,37,59.02179,0.0,0.240076,4,0.616982,50.0,hike,0.366982,1084.11,1096.23,1078.96,1084.39,0.062699,2.8969,3.4458,0.5489,0.5489,2.6021,124.99,2.4945,-0.1076
2022-11-08,901492,2022-12-14,FPMM,False,36,59.166747,0.0,0.228738,4,0.616982,50.0,hike,0.366982,1085.6801,1089.34,1076.99,1082.52,0.054964,2.9901,3.5036,0.5135,0.5135,3.0022,117.53,2.5382,-0.464
2022-11-09,901492,2022-12-14,FPMM,False,35,59.388171,0.0,0.221113,4,0.616982,50.0,hike,0.366982,1086.26,1099.4301,1084.55,1095.83,0.043985,2.9104,3.2336,0.3232,0.3232,2.8969,110.54,2.5499,-0.347
2022-11-10,901492,2022-12-14,FPMM,False,34,60.514978,0.0,0.17907,4,0.616982,50.0,hike,0.366982,1090.1,1104.0601,1090.1,1097.1,0.042266,3.267,3.1336,-0.1334,0.1334,2.9901,149.66,2.563,-0.4271
2022-11-11,901492,2022-12-14,FPMM,False,33,52.466573,0.0,0.618843,4,0.820899,50.0,hike,0.570899,1128.3,1156.16,1128.3,1147.54,-0.014666,3.3943,2.5836,-0.8107,0.8107,2.9104,141.69,2.5753,-0.3351
2022-11-14,901492,2022-12-14,FPMM,False,30,54.58819,0.0,0.64159,4,0.832306,50.0,hike,0.582306,1152.96,1168.74,1149.51,1157.0601,-0.01598,3.0921,2.0537,-1.0384,1.0384,3.267,150.69,2.5947,-0.6723
2022-11-15,901492,2022-12-14,FPMM,False,29,53.17318,0.0,0.687342,4,0.833022,50.0,hike,0.583022,1156.92,1166.41,1154.36,1156.8199,-0.004089,2.952,1.6457,-1.3063,1.3063,3.3943,146.93,2.6487,-0.7456
2022-11-16,901492,2022-12-14,FPMM,False,28,51.939578,0.0,0.706581,4,0.840388,50.0,hike,0.590388,1160.14,1167.62,1148.48,1154.98,0.001299,2.9029,2.36,-0.5429,0.5429,3.0921,118.05,2.6633,-0.4288
2022-11-17,901492,2022-12-14,FPMM,False,27,52.627717,0.0,0.720597,4,0.854151,50.0,hike,0.604151,1158.76,1167.92,1154.4,1159.55,-0.012945,3.2026,2.3425,-0.8601,0.8601,2.952,102.84,2.6745,-0.2775
2022-11-18,901492,2022-12-14,FPMM,False,26,52.511165,0.0,0.731099,4,0.874895,50.0,hike,0.624895,1158.92,1161.09,1150.35,1157.53,-0.019887,3.5309,1.7577,-1.7732,1.7732,2.9029,97.93,2.6854,-0.2175
2022-11-21,901492,2022-12-14,FPMM,False,23,51.960055,0.0,0.72865,4,0.858606,50.0,hike,0.608606,1153.21,1158.62,1138.09,1142.67,-0.018527,3.7997,1.7632,-2.0365,2.0365,3.2026,96.26,2.6994,-0.5032
2022-11-22,901492,2022-12-14,FPMM,False,22,52.794968,0.0,0.72855,4,0.86866,50.0,hike,0.61866,1144.8,1152.3199,1136.99,1138.41,-0.012517,3.6666,1.5529,-2.1137,2.1137,3.5309,129.85,2.745,-0.7859
2022-11-23,901492,2022-12-14,FPMM,False,21,53.601842,0.0,0.67185,4,0.861792,50.0,hike,0.611792,1142.22,1144.47,1122.25,1125.65,-0.00167,3.5174,1.6509,-1.8665,1.8665,3.7997,170.04,2.7621,-1.0376
2022-11-24,901492,2022-12-14,FPMM,False,20,52.35847,0.0,0.74331,4,0.877039,50.0,hike,0.627039,1131.99,1136.87,1119.63,1128.48,-0.004236,3.5447,3.1332,-0.4115,0.4115,3.6666,159.82,2.7778,-0.8888
2022-11-25,901492,2022-12-14,FPMM,False,19,52.252869,0.0,0.751353,4,0.863876,50.0,hike,0.613876,1128.05,1140.25,1123.37,1137.64,-0.007225,3.6561,1.8706,-1.7855,1.7855,3.5174,144.9,2.7933,-0.7241
2022-11-28,901492,2022-12-14,FPMM,False,16,51.907719,0.0,0.79705,4,0.911124,50.0,hike,0.661124,1137.85,1137.85,1123.62,1134.66,-0.003675,3.5562,1.8126,-1.7436,1.7436,3.5447,153.59,2.8095,-0.7352
2022-11-29,901492,2022-12-14,FPMM,False,15,51.29017,0.0,0.833097,4,0.911944,50.0,hike,0.661944,1128.54,1150.09,1127.22,1147.89,-0.014008,3.7033,1.6525,-2.0508,2.0508,3.6561,165.36,2.8651,-0.791
2022-11-30,901492,2022-12-14,FPMM,False,14,52.296718,0.0,0.770131,4,0.886689,50.0,hike,0.636689,1150.5,1151.34,1140.9,1149.36,-0.011624,3.9119,2.5293,-1.3826,1.3826,3.5562,121.21,2.882,-0.6742
2022-12-01,901492,2022-12-14,FPMM,False,13,51.244506,0.0,0.813415,4,0.922092,50.0,hike,0.672092,1156.88,1163.41,1150.9301,1152.28,-0.015014,3.9219,2.1567,-1.7652,1.7652,3.7033,139.35,2.9007,-0.8026
2022-12-02,901492,2022-12-14,FPMM,False,12,51.341975,0.0,0.840037,4,0.932691,50.0,hike,0.682691,1151.9399,1151.9399,1132.0601,1134.42,0.0032,4.0119,2.4019,-1.61,1.61,3.9119,160.21,2.9243,-0.9876
2022-12-05,901492,2022-12-14,FPMM,False,9,51.048833,0.0,0.874887,4,0.950973,50.0,hike,0.700973,1137.37,1155.2,1137.37,1151.73,0.000217,3.5244,2.6482,-0.8762,0.8762,3.9219,187.73,2.9442,-0.9777
2022-12-06,901492,2022-12-14,FPMM,False,8,50.85268,0.0,0.897636,4,0.955264,50.0,hike,0.705264,1149.83,1156.22,1144.9399,1152.38,-0.014596,3.4458,3.1851,-0.2607,0.2607,4.0119,185.9,3.0095,-1.0024
2022-12-07,901492,2022-12-14,FPMM,False,7,51.065561,0.0,0.816796,4,0.942482,50.0,hike,0.692482,1145.23,1151.1801,1139.96,1142.02,0.003082,3.5036,3.7433,0.2397,0.2397,3.5244,140.39,3.0247,-0.4997
2022-12-08,901492,2022-12-14,FPMM,False,6,50.026046,0.0,0.889351,4,0.957779,50.0,hike,0.707779,1140.62,1148.3101,1140.22,1144.03,-0.004711,3.2336,3.4177,0.1841,0.1841,3.4458,133.54,3.0393,-0.4065
2022-12-09,901492,2022-12-14,FPMM,False,5,50.325495,0.0,0.907828,4,0.957779,50.0,hike,0.707779,1147.4,1147.85,1136.25,1143.47,-0.002763,3.1336,3.2209,0.0873,0.0873,3.5036,139.32,3.0548,-0.4488
2022-12-12,901492,2022-12-14,FPMM,False,2,50.245806,0.0,0.856564,4,0.958072,50.0,hike,0.708072,1141.3101,1146.21,1130.53,1130.71,0.012125,2.5836,3.3641,0.7805,0.7805,3.2336,88.34,3.0664,-0.1672
2022-12-13,901492,2022-12-14,FPMM,False,1,50.759931,0.0,0.871147,4,0.954967,50.0,hike,0.704967,1134.46,1141.13,1133.8101,1138.5699,0.008151,2.0537,3.8002,1.7465,1.7465,3.1336,80.24,3.0925,-0.0411
2022-12-14,901492,2022-12-14,FPMM,False,0,50.364488,0.0,0.915926,4,0.976718,50.0,hike,0.726718,1141.8,1160.27,1141.8,1152.09,-0.001528,1.6457,3.4653,1.8196,1.8196,2.5836,38.45,3.0953,0.5117
2022-12-15,901493,2023-02-01,FPMM,False,48,24.998213,,,4,0.559462,25.0,hike,0.309462,1156.03,1160.6899,1146.74,1156.48,0.001531,2.36,3.557,1.197,1.197,2.0537,16.54,3.0937,1.04
2022-12-16,901493,2023-02-01,FPMM,False,47,29.865126,0.219131,0.106688,4,0.600999,25.0,hike,0.350999,1149.42,1162.3,1142.23,1144.54,0.015386,2.3425,3.6487,1.3062,1.3062,1.6457,-24.26,3.091,1.4453
2022-12-19,901493,2023-02-01,FPMM,False,44,29.862785,0.065201,0.493929,4,0.715463,25.0,hike,0.465463,1143.33,1147.74,1133.26,1134.51,0.026311,1.7577,3.6037,1.846,1.846,2.36,49.33,3.098,0.738
2022-12-20,901493,2023-02-01,FPMM,False,43,32.355407,0.057137,0.309119,4,0.715463,25.0,hike,0.465463,1134.73,1139.42,1118.16,1121.5,0.048738,1.7632,3.5817,1.8185,1.8185,2.3425,59.32,3.1138,0.7713
2022-12-21,901493,2023-02-01,FPMM,False,42,32.038435,0.057979,0.326095,4,0.715463,25.0,hike,0.465463,1123.89,1128.28,1120.08,1124.16,0.065551,1.5529,3.6014,2.0485,2.0485,1.7577,8.41,3.1139,1.3562
2022-12-22,901493,2023-02-01,FPMM,False,41,32.038435,0.057979,0.326095,4,0.715463,25.0,hike,0.465463,1130.66,1136.9301,1123.72,1123.77,0.076234,1.6509,3.5637,1.9128,1.9128,1.7632,14.0,3.1149,1.3517
2022-12-23,901493,2023-02-01,FPMM,False,40,31.730369,0.074267,0.315065,4,0.62452,25.0,hike,0.37452,1122.42,1124.6801,1118.0699,1123.7,0.091635,3.1332,3.6736,0.5404,0.5404,1.5529,-7.03,3.1141,1.5612
2022-12-27,901493,2023-02-01,FPMM,False,36,31.730369,0.074267,0.315065,4,0.62452,25.0,hike,0.37452,1127.58,1135.9301,1127.58,1129.42,0.083786,1.8706,3.8375,1.9669,1.9669,1.6509,-88.03,3.1109,1.46
2022-12-28,901493,2023-02-01,FPMM,False,35,30.446972,0.068481,0.440277,4,0.665024,25.0,hike,0.415024,1129.3101,1135.5601,1124.77,1130.49,0.074844,1.8126,3.8693,2.0567,2.0567,3.1332,37.54,3.1415,0.0083
2022-12-29,901493,2023-02-01,FPMM,False,34,30.446972,0.068481,0.440277,4,0.665024,25.0,hike,0.415024,1128.25,1131.8101,1122.7,1131.8101,0.077036,1.6525,3.5675,1.915,1.915,1.8706,-87.25,3.1317,1.2611
2022-12-30,901493,2023-02-01,FPMM,False,33,33.426504,0.030444,0.31482,4,0.690921,25.0,hike,0.440921,1134.58,1138.83,1133.0601,1136.0,0.084032,2.5293,3.6127,1.0834,1.0834,1.8126,-93.05,3.1214,1.3088
2023-01-03,901493,2023-02-01,FPMM,False,29,31.093643,0.032491,0.484391,4,0.691193,25.0,hike,0.441193,1136.6,1138.2,1124.9,1134.98,0.094195,2.1567,3.4294,1.2727,1.2727,1.6525,-167.73,3.0966,1.4441
2023-01-04,901493,2023-02-01,FPMM,False,28,31.093643,0.032491,0.484391,4,0.691193,25.0,hike,0.441193,1134.55,1139.53,1131.62,1138.05,0.077519,2.4019,3.118,0.7161,0.7161,2.5293,-94.26,3.0294,0.5001
2023-01-05,901493,2023-02-01,FPMM,False,27,31.089761,0.0298,0.486937,4,0.761502,25.0,hike,0.511502,1143.58,1157.49,1143.58,1151.98,0.054332,2.6482,3.1004,0.4522,0.4522,2.1567,-86.04,3.0166,0.8599
2023-01-06,901493,2023-02-01,FPMM,False,26,32.454067,0.030109,0.377719,4,0.668335,25.0,hike,0.418335,1148.8101,1148.8101,1129.39,1135.5601,0.061089,3.1851,3.2456,0.0605,0.0605,2.4019,-61.52,3.0049,0.603
2023-01-09,901493,2023-02-01,FPMM,False,23,32.454067,0.030109,0.377719,4,0.668335,25.0,hike,0.418335,1146.0,1149.25,1138.45,1145.54,0.039492,3.7433,3.6578,-0.0855,0.0855,2.6482,-73.43,3.0008,0.3526
2023-01-10,901493,2023-02-01,FPMM,False,22,31.426949,0.021287,0.476687,4,0.854327,25.0,hike,0.604327,1143.01,1144.47,1133.96,1138.64,0.037035,3.4177,3.3393,-0.0784,0.0784,3.1851,26.46,2.998,-0.1871
2023-01-11,901493,2023-02-01,FPMM,False,21,31.426949,0.021287,0.476687,4,0.854327,25.0,hike,0.604327,1141.87,1148.26,1138.88,1140.3101,0.025423,3.2209,3.2662,0.0453,0.0453,3.7433,37.01,3.0019,-0.7414
2023-01-12,901493,2023-02-01,FPMM,False,20,30.148789,0.024859,0.571302,4,0.860677,25.0,hike,0.610677,1145.67,1146.05,1138.47,1144.42,0.024475,3.3641,3.3614,-0.0027,0.0027,3.4177,58.82,3.0074,-0.4103
2023-01-13,901493,2023-02-01,FPMM,False,19,27.234026,0.026601,0.803188,4,0.924797,25.0,hike,0.674797,1146.85,1150.52,1141.86,1147.85,0.007693,3.8002,3.5088,-0.2914,0.2914,3.2209,39.14,3.0057,-0.2152
2023-01-16,901493,2023-02-01,FPMM,False,16,25.57112,0.014117,0.914678,4,0.924797,25.0,hike,0.674797,1150.55,1151.48,1144.54,1150.33,0.011762,3.4653,3.7467,0.2814,0.2814,3.3641,17.07,3.0115,-0.3526
2023-01-17,901493,2023-02-01,FPMM,False,15,25.57112,0.014117,0.914678,4,0.924797,25.0,hike,0.674797,1151.0699,1158.26,1149.62,1158.25,0.004809,3.557,3.4676,-0.0894,0.0894,3.8002,77.17,3.0298,-0.7704
2023-01-18,901493,2023-02-01,FPMM,False,14,25.797113,0.013318,0.89887,4,0.972553,25.0,hike,0.722553,1157.15,1164.0,1155.4,1162.15,0.003984,3.6487,3.4653,-0.1834,0.1834,3.4653,33.43,3.0328,-0.4325
2023-01-19,901493,2023-02-01,FPMM,False,13,26.161337,0.008795,0.883273,4,0.972553,25.0,hike,0.722553,1160.77,1168.7,1159.6,1164.36,-0.002817,3.6037,3.4287,-0.175,0.175,3.557,92.55,3.0385,-0.5185
2023-01-20,901493,2023-02-01,FPMM,False,12,25.929134,0.008987,0.901317,4,0.960813,25.0,hike,0.710813,1163.9301,1178.13,1153.73,1176.16,-0.019062,3.5817,3.6511,0.0694,0.0694,3.6487,101.72,3.0442,-0.6045
2023-01-25,901493,2023-02-01,FPMM,False,7,26.081005,0.008826,0.88964,4,0.972367,25.0,hike,0.722367,1182.78,1198.71,1180.0699,1197.85,-0.034887,3.6014,3.8658,0.2644,0.2644,3.6037,74.06,3.0549,-0.5488
2023-01-26,901493,2023-02-01,FPMM,False,6,26.081005,0.008826,0.88964,4,0.972367,25.0,hike,0.722367,1198.98,1212.58,1198.4399,1209.4399,-0.035347,3.5637,3.6984,0.1347,0.1347,3.5817,67.9,3.0772,-0.5045
2023-01-27,901493,2023-02-01,FPMM,False,5,26.081005,0.008826,0.88964,4,0.972367,25.0,hike,0.722367,1212.3,1226.7,1206.91,1226.67,-0.056478,3.6736,3.4497,-0.2239,0.2239,3.6014,69.87,3.0853,-0.5161
2023-01-30,901493,2023-02-01,FPMM,False,2,25.582749,0.009011,0.92913,4,0.972367,25.0,hike,0.722367,1225.47,1234.71,1220.98,1224.05,-0.045219,3.8375,3.5485,-0.289,0.289,3.5637,71.96,3.0925,-0.4712
2023-01-31,901493,2023-02-01,FPMM,False,1,25.582749,0.009011,0.92913,4,0.972367,25.0,hike,0.722367,1222.79,1223.52,1211.13,1215.1,-0.042153,3.8693,3.5808,-0.2885,0.2885,3.6736,82.15,3.1199,-0.5537
2023-02-01,901493,2023-02-01,FPMM,False,0,25.418388,0.0094,0.941144,4,0.972367,25.0,hike,0.722367,1219.98,1225.24,1211.5601,1219.0,-0.04982,3.5675,3.6079,0.0404,0.0404,3.8375,123.91,3.1307,-0.7068
2023-02-03,901498,2023-03-22,FPMM,False,47,16.208629,,0.648344,4,0.939822,25.0,hike,0.689822,1234.53,1244.28,1234.53,1241.89,-0.074371,3.6127,3.63,0.0173,0.0173,3.5675,92.01,3.1525,-0.415
2023-02-06,901498,2023-03-22,FPMM,False,44,17.189033,,0.629519,4,0.939822,25.0,hike,0.689822,1236.73,1236.79,1220.95,1226.27,-0.058625,3.4294,3.4847,0.0553,0.0553,3.5598,55.76,3.1625,-0.3973
2023-02-07,901498,2023-03-22,FPMM,False,43,17.189033,,0.629519,4,0.939822,25.0,hike,0.689822,1220.78,1221.8101,1208.2,1214.5699,-0.064797,3.118,3.5667,0.4487,0.4487,3.6127,71.58,3.1869,-0.4258
2023-02-08,901498,2023-03-22,FPMM,False,42,17.189033,,0.629519,4,0.939822,25.0,hike,0.689822,1209.9399,1213.99,1201.14,1204.9301,-0.060095,3.1004,3.5983,0.4979,0.4979,3.4294,43.93,3.1916,-0.2378
2023-02-09,901498,2023-03-22,FPMM,False,41,16.804252,0.011156,0.626213,4,0.939822,25.0,hike,0.689822,1199.77,1199.77,1188.6899,1190.78,-0.056778,3.2456,3.761,0.5154,0.5154,3.118,20.76,3.194,0.076
2023-02-10,901498,2023-03-22,FPMM,False,40,18.407524,0.010388,0.610411,4,0.974456,25.0,hike,0.724456,1187.05,1187.05,1175.03,1180.8101,-0.055767,3.6578,3.7279,0.0701,0.0701,3.1004,19.0,3.1953,0.0949
2023-02-13,901498,2023-03-22,FPMM,False,37,18.270186,0.011855,0.602953,4,0.953242,25.0,hike,0.703242,1180.52,1182.41,1169.28,1169.3,-0.033755,3.3393,3.4985,0.1592,0.1592,3.2456,-14.87,3.1989,-0.0467
2023-02-14,901498,2023-03-22,FPMM,False,36,18.270186,0.011855,0.602953,4,0.953242,25.0,hike,0.703242,1169.15,1176.36,1163.78,1172.4301,-0.020965,3.2662,3.3535,0.0873,0.0873,3.6578,56.57,3.209,-0.4488
2023-02-15,901498,2023-03-22,FPMM,False,35,18.389706,0.011647,0.609978,4,0.975615,25.0,hike,0.725615,1168.37,1168.37,1153.36,1156.6801,-0.00498,3.3614,3.7938,0.4324,0.4324,3.3393,38.73,3.2084,-0.1309
2023-02-16,901498,2023-03-22,FPMM,False,34,17.835442,0.011851,0.620675,4,0.975615,25.0,hike,0.725615,1160.85,1173.29,1160.85,1163.86,-0.006264,3.5088,3.8871,0.3783,0.3783,3.2662,36.33,3.2103,-0.0559
2023-02-17,901498,2023-03-22,FPMM,False,33,21.561345,0.010478,0.533846,4,0.975615,25.0,hike,0.725615,1161.98,1173.6899,1160.26,1163.8199,-0.021721,3.7467,3.8396,0.0929,0.0929,3.3614,45.85,3.2148,-0.1466
2023-02-20,901498,2023-03-22,FPMM,False,30,19.209399,0.011869,0.56467,4,0.904602,25.0,hike,0.654602,1163.9,1170.05,1162.41,1166.78,-0.022104,3.4676,3.8887,0.4211,0.4211,3.5088,-2.21,3.2214,-0.2874
2023-02-21,901498,2023-03-22,FPMM,False,29,19.209399,0.011869,0.56467,4,0.904602,25.0,hike,0.654602,1167.6,1169.5,1159.45,1161.08,-0.013401,3.4653,3.7178,0.2525,0.2525,3.7467,-5.3,3.2321,-0.5146
2023-02-22,901498,2023-03-22,FPMM,False,28,18.41836,0.012174,0.579162,4,0.904602,25.0,hike,0.654602,1158.4301,1158.4301,1150.05,1153.74,-0.008763,3.4287,4.0825,0.6538,0.6538,3.4676,-19.9,3.2314,-0.2362
2023-02-23,901498,2023-03-22,FPMM,False,27,18.41836,0.012174,0.579162,4,0.904602,25.0,hike,0.654602,1154.76,1163.0699,1152.62,1156.0601,-0.011833,3.6511,3.6203,-0.0308,0.0308,3.4653,-5.21,3.2277,-0.2376
2023-02-24,901498,2023-03-22,FPMM,False,26,18.555731,0.004817,0.583481,4,0.904602,25.0,hike,0.654602,1155.35,1169.5,1155.22,1166.6899,-0.014691,3.8658,3.5509,-0.3149,0.3149,3.4287,-8.87,3.2251,-0.2036
2023-02-27,901498,2023-03-22,FPMM,False,23,22.987114,0.004139,0.434922,4,0.904602,25.0,hike,0.654602,1162.54,1164.17,1155.4399,1157.39,-0.010852,3.6984,3.5253,-0.1731,0.1731,3.6511,-0.5,3.2266,-0.4245
2023-02-28,901498,2023-03-22,FPMM,False,22,22.928348,0.006655,0.433811,4,0.904602,25.0,hike,0.654602,1160.27,1168.71,1159.0699,1168.7,-0.021674,3.4497,3.8972,0.4475,0.4475,3.8658,30.96,3.2347,-0.6311
2023-03-01,901498,2023-03-22,FPMM,False,21,22.928348,0.006655,0.433811,4,0.904602,25.0,hike,0.654602,1165.3199,1170.02,1162.0,1163.88,-0.018421,3.5485,3.6343,0.0858,0.0858,3.6984,-0.49,3.2352,-0.4632
2023-03-02,901498,2023-03-22,FPMM,False,20,20.623517,0.007221,0.542524,4,0.904602,25.0,hike,0.654602,1166.76,1166.76,1154.16,1158.27,0.000207,3.5808,3.5843,0.0035,0.0035,3.4497,-46.22,3.2206,-0.2291
