market_slug,token_id
fed-decreases-interest-rates-by-50-bps-after-july-2024-meeting,59554035272971465220854776043160935814088961373397843604502416345214415162662
fed-decreases-interest-rates-by-25-bps-after-july-2024-meeting,50006978152563856399785875225610673770033700288568382341623864478358375869194
fed-decreases-interest-rates-by-25-bps-after-july-2024-meeting,56980038021693126179388145467467043305943982958663020089701063423381899122993
no-change-in-fed-interest-rates-after-2024-july-meeting,14987046218227329027080984029949561275408794766325730526435811581087168625932
no-change-in-fed-interest-rates-after-2024-july-meeting,71914038773350234130553415116948415426792971631252265695143324140554345804068
fed-increases-interest-rates-by-25-bps-after-july-2024-meeting,2955663574388335100151089034981714479605517124715864795130556110892243307868
fed-increases-interest-rates-by-25-bps-after-july-2024-meeting,45188797391318900757657665356653480210140000074344065807354500801374986024758
fed-decreases-interest-rates-by-50-bps-after-september-2024-meeting,106191328358576540351439267765925450329859429577455659884974413809922495874408
fed-decreases-interest-rates-by-50-bps-after-september-2024-meeting,9214127416164770663428045171731158534317583924108886506080862617439489581164
fed-decreases-interest-rates-by-25-bps-after-september-2024-meeting,88244443360063235221444316604590968694314258311386447899087521723508440858841
fed-decreases-interest-rates-by-25-bps-after-september-2024-meeting,68670890969542385995453083110367487631448978600988239315882323042259997093658
no-change-in-fed-interest-rates-after-2024-september-meeting,89262722133387845193166560202808972424089924545438804960915341631492994906283
no-change-in-fed-interest-rates-after-2024-september-meeting,33507963070620649762144944331241609312903313601210934738148421620353685107636
fed-increases-interest-rates-by-25-bps-after-september-2024-meeting,95823178650727331613915203831778682038645976746731326695569990405131199144192
fed-increases-interest-rates-by-25-bps-after-september-2024-meeting,22975325364139703836483070412535421663459933235801997078698722577155796494270
fed-decreases-interest-rates-by-75-bps-after-november-2024-meeting,76898974139298979468235047518432628223042581890492823901295517933784245911471
fed-decreases-interest-rates-by-75-bps-after-november-2024-meeting,47470156049256390071349262887183170287182548133136555034461701246387539288031
fed-decreases-interest-rates-by-50-bps-after-november-2024-meeting,72373922484601612837855188905332325479292726362975414708210444785555968287015
fed-decreases-interest-rates-by-50-bps-after-november-2024-meeting,92249169140333714359584780039430943171728511731010101062109503186755234839359
fed-decreases-interest-rates-by-25-bps-after-november-2024-meeting,65296916822529786608589480973001109800752370083376702200697419905763894019594
fed-decreases-interest-rates-by-25-bps-after-november-2024-meeting,78238543110592118163386456765094318511102035295303787218895510947686482016630
no-change-in-fed-interest-rates-after-2024-november-meeting,99693453180573360817239647658551491302597637631928074955157125575801041271704
no-change-in-fed-interest-rates-after-2024-november-meeting,115507895530829847106814801322413374730674071153702449416941964748547466877722
fed-increases-interest-rates-by-25-bps-after-november-2024-meeting,37607087749772082751516356212488395841221931637322106913544914381521802317192
fed-increases-interest-rates-by-25-bps-after-november-2024-meeting,62906346854843026600780466242595591879256731166107167021180309597980343523177
fed-decreases-interest-rates-by-75-bps-after-december-2024-meeting,38346428097173219827480569765679142441985134475022627197044493217626944740372
fed-decreases-interest-rates-by-75-bps-after-december-2024-meeting,92481279177656835916000682096856578513086238606572708354137415200556053864259
fed-decreases-interest-rates-by-50-bps-after-december-2024-meeting,86514563650706195095515261507888352302856274648870425947777358797038409929767
fed-decreases-interest-rates-by-50-bps-after-december-2024-meeting,393187152593416467531038704411056884117935492712483696646722423388090119697
fed-decreases-interest-rates-by-25-bps-after-december-2024-meeting,11567814642074862867749936284471148455273423515322037976014884555300111576108
fed-decreases-interest-rates-by-25-bps-after-december-2024-meeting,104624982332232121674504890797949153940036716358905787410119507343081224145324
no-change-in-fed-interest-rates-after-december-2024-meeting,40486845757649539115541074089071083804261584217856121899380374870077656913924
no-change-in-fed-interest-rates-after-december-2024-meeting,89983112994470128441047219796153942131876246309570274784989573358312419692722
fed-increases-interest-rates-by-25-bps-after-december-2024-meeting,2393324137012810733641772397696399325645867049692814885572335029968473203800
fed-increases-interest-rates-by-25-bps-after-december-2024-meeting,91317169610022160173771582465927489035536500072723283364047417194120723110757
will-the-fed-change-rates-to-another-level-after-nov-meeting,61236914812765433336602124983786929476030115582452695457552886232607113984020
will-the-fed-change-rates-to-another-level-after-nov-meeting,33143533540708956708098159038116570406972955269074168835322036254352930411093
will-the-fed-change-rates-to-another-level-after-december-meeting,5694679073664319884145576631918820240905946179254793709670561194653852782236
will-the-fed-change-rates-to-another-level-after-december-meeting,26497840769140197917528188278457247259371647397731183140174723533589431863038
fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,7988364699307342268260495915445731509602502693363579435248273813409237524599
fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,27120152309306977992209464424197509161348402683341807871062277866907268946377
fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,56831000532202254811410354120402056896323359630546371545035370679912675847818
fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,79553968714861287125371173419763227479205479532937949925802161725185793021612
no-change-in-fed-interest-rates-after-september-2025-meeting,20687552179259492015264396642668768958132112743605647653821858729131283300433
no-change-in-fed-interest-rates-after-september-2025-meeting,112366758121468199816335075341769488016411976085810291047672574777931003289565
fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,97074764040588542658874497669096893626986100487337837811070855646477555671862
