event_key,parent_event_slug,parent_event_title,parent_series_slug,neg_risk_market_id,group_item_titles,n_markets,n_distinct_conditions,sum_volume,sum_liquidity,min_end_date,max_end_date,any_active,any_not_closed,outcome_market_slugs,top_volume_slug,slug_min,slug_max,id,condition_id,question,slug,outcomes,outcome_prices,volume,liquidity,active,closed,end_date,created_at,_fetched_at
will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,,,,,,1,1,5386805.186591,1051728.0894,2026-03-18 08:00:00+08,2026-03-18 08:00:00+08,true,true,will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,654414,0x257b18205f908aef01ef2d1d50e6fea7d29cf5486fe04031d8b101394476faed,Will there be no change in Fed interest rates after the March 2026 meeting?,will-there-be-no-change-in-fed-interest-rates-after-the-march-2026-meeting,"[""Yes"", ""No""]","[""0.905"", ""0.095""]",5386805.186591,1051728.0894,true,false,2026-03-18 08:00:00+08,2025-10-29 04:58:06.095309+08,2026-02-03 22:27:03.937842
will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,,,,,,1,1,4716207.843015,700305.3855,2026-03-18 08:00:00+08,2026-03-18 08:00:00+08,true,true,will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,654413,0xd6c49a94948e365aa74c09eef54d907b7ca534b243c387c375305d5cdd1afef3,Will the Fed decrease interest rates by 25 bps after the March 2026 meeting?,will-the-fed-decrease-interest-rates-by-25-bps-after-the-march-2026-meeting,"[""Yes"", ""No""]","[""0.065"", ""0.935""]",4716207.843015,700305.3855,true,false,2026-03-18 08:00:00+08,2025-10-29 04:58:05.284418+08,2026-02-03 22:27:03.937842
will-the-fed-decrease-interest-rates-by-50-bps-after-the-april-2026-meeting,,,,,,1,1,441643.417562,146481.90705,2026-04-29 08:00:00+08,2026-04-29 08:00:00+08,true,true,will-the-fed-decrease-interest-rates-by-50-bps-after-the-april-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-april-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-april-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-april-2026-meeting,669660,0xd72622d154dfe65b9c019d6afcfe75a55717e5c502db611f555b101aafbf6ec5,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,will-the-fed-decrease-interest-rates-by-50-bps-after-the-april-2026-meeting,"[""Yes"", ""No""]","[""0.036"", ""0.964""]",441643.417562,146481.90705,true,false,2026-04-29 08:00:00+08,2025-11-08 00:55:40.993184+08,2026-02-03 22:27:26.702258
will-the-fed-decrease-interest-rates-by-25-bps-after-the-april-2026-meeting,,,,,,1,1,371188.7673,63340.0146,2026-04-29 08:00:00+08,2026-04-29 08:00:00+08,true,true,will-the-fed-decrease-interest-rates-by-25-bps-after-the-april-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-april-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-april-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-april-2026-meeting,669661,0x0d14f5dc9fb3250ec888b1ac8d9fe9a0ce06f9d3ea60fdf138e8690622fea84c,Will the Fed decrease interest rates by 25 bps after the April 2026 meeting?,will-the-fed-decrease-interest-rates-by-25-bps-after-the-april-2026-meeting,"[""Yes"", ""No""]","[""0.175"", ""0.825""]",371188.7673,63340.0146,true,false,2026-04-29 08:00:00+08,2025-11-08 00:55:41.704037+08,2026-02-03 22:27:26.702258
will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,,,,,,1,1,213261.471702,118590.31796,2026-04-29 08:00:00+08,2026-04-29 08:00:00+08,true,true,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,669663,0xd4d00e5bf8b960cc37c74c1ec19e41e00b0706add203ddcfbb65ad006c5c223a,Will the Fed increase interest rates by 25+ bps after the April 2026 meeting?,will-the-fed-increase-interest-rates-by-25-bps-after-the-april-2026-meeting,"[""Yes"", ""No""]","[""0.0165"", ""0.9835""]",213261.471702,118590.31796,true,false,2026-04-29 08:00:00+08,2025-11-08 00:55:43.000223+08,2026-02-03 22:27:26.702258
will-there-be-no-change-in-fed-interest-rates-after-the-april-2026-meeting,,,,,,1,1,150610.984046,62926.9695,2026-04-29 08:00:00+08,2026-04-29 08:00:00+08,true,true,will-there-be-no-change-in-fed-interest-rates-after-the-april-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-april-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-april-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-april-2026-meeting,669662,0x36e8ca24d2a13435f519f15580d42b45cdbe3bc425fb39a7c2733260357af0fa,Will there be no change in Fed interest rates after the April 2026 meeting?,will-there-be-no-change-in-fed-interest-rates-after-the-april-2026-meeting,"[""Yes"", ""No""]","[""0.775"", ""0.225""]",150610.984046,62926.9695,true,false,2026-04-29 08:00:00+08,2025-11-08 00:55:42.399266+08,2026-02-03 22:27:26.702258
will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,,,,,,1,1,36225.499165,34255.3442,2026-06-17 08:00:00+08,2026-06-17 08:00:00+08,true,true,will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,906974,0xde04b189b3f19eaccda02529a3ea67abfc46bff5c0c8fc42d8a2d0ed7b8f0d41,Will there be no change in Fed interest rates after the June 2026 meeting?,will-there-be-no-change-in-fed-interest-rates-after-the-june-2026-meeting,"[""Yes"", ""No""]","[""0.435"", ""0.565""]",36225.499165,34255.3442,true,false,2026-06-17 08:00:00+08,2025-12-11 00:57:53.677378+08,2026-02-03 22:28:27.004073
will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,,,,,,1,1,33319.855557,67346.1201,2026-06-17 08:00:00+08,2026-06-17 08:00:00+08,true,true,will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,906972,0x4e4a7df876b0c04f0b8b29b9073eddfbaf5c787192da825ae7ca1031bc8cfd15,Will the Fed decrease interest rates by 50+ bps after the June 2026 meeting?,will-the-fed-decrease-interest-rates-by-50-bps-after-the-june-2026-meeting,"[""Yes"", ""No""]","[""0.075"", ""0.925""]",33319.855557,67346.1201,true,false,2026-06-17 08:00:00+08,2025-12-11 00:57:52.384504+08,2026-02-03 22:28:27.004073
will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,,,,,,1,1,21640.956508,35440.2395,2026-06-17 08:00:00+08,2026-06-17 08:00:00+08,true,true,will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,906973,0xdde06286a7b9464d344f410ab0b3d2ebc6469904e72c27fd982f65fdbf78768d,Will the Fed decrease interest rates by 25 bps after the June 2026 meeting?,will-the-fed-decrease-interest-rates-by-25-bps-after-the-june-2026-meeting,"[""Yes"", ""No""]","[""0.465"", ""0.535""]",21640.956508,35440.2395,true,false,2026-06-17 08:00:00+08,2025-12-11 00:57:53.046799+08,2026-02-03 22:28:27.004073
will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,,,,,,1,1,17508.651297,75213.15184,2026-06-17 08:00:00+08,2026-06-17 08:00:00+08,true,true,will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,906975,0xa7cb4135c6d9c36da0e343874dd5b455de739c6d1b9f9f5583dd9320aacf5db2,Will the Fed increase interest rates by 25 bps after the June 2026 meeting?,will-the-fed-increase-interest-rates-by-25-bps-after-the-june-2026-meeting,"[""Yes"", ""No""]","[""0.0225"", ""0.9775""]",17508.651297,75213.15184,true,false,2026-06-17 08:00:00+08,2025-12-11 00:57:54.252791+08,2026-02-03 22:28:27.004073
will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,,,,,,1,1,16116.416431,71621.86662,2026-06-17 08:00:00+08,2026-06-17 08:00:00+08,true,true,will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,906976,0xb01e70a56199a6d5467f47a2b94e75e7c7218c128c8d0b8beb6dafed2f0d15c2,Will the Fed increase interest rates by 50+ bps after the June 2026 meeting?,will-the-fed-increase-interest-rates-by-50-bps-after-the-june-2026-meeting,"[""Yes"", ""No""]","[""0.0175"", ""0.9825""]",16116.416431,71621.86662,true,false,2026-06-17 08:00:00+08,,2026-02-03 22:28:27.004073
