event_key,parent_event_slug,parent_event_title,parent_series_slug,neg_risk_market_id,group_item_titles,n_markets,n_distinct_conditions,sum_volume,sum_liquidity,min_end_date,max_end_date,any_active,any_not_closed,outcome_market_slugs,top_volume_slug,slug_min,slug_max,id,condition_id,question,slug,outcomes,outcome_prices,volume,liquidity,active,closed,end_date,created_at,_fetched_at
fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,,,,,,1,1,22150914.603213,0.0,2025-03-19 20:00:00+08,2025-03-19 20:00:00+08,true,false,fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,516008,0x5dbbf4cbb4cbca7c5967bfe92c0bd1667ac508fecb1e548c01def1a8cb43ea53,Fed decreases interest rates by 50+ bps after March 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-march-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",22150914.603213,0.0,true,true,2025-03-19 20:00:00+08,2024-12-19 03:56:14.466297+08,2026-02-03 22:24:58.949138
fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,,,,,,1,1,21544318.532625,0.0,2025-03-19 20:00:00+08,2025-03-19 20:00:00+08,true,false,fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,516011,0xf7050a33a8444389ef1800e4476b43a987ff72668be0b616a4b457f5ba944a00,Fed increases interest rates by 25+ bps after March 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-march-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",21544318.532625,0.0,true,true,2025-03-19 20:00:00+08,2024-12-19 04:03:56.900742+08,2026-02-03 22:24:58.949138
fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,,,,,,1,1,17180913.164155,0.0,2025-03-19 20:00:00+08,2025-03-19 20:00:00+08,true,false,fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,516009,0xeed6da09683149b433aeb802bd8d3f78a6b6d8799fa75bd0d73c3f87c6b2b592,Fed decreases interest rates by 25 bps after March 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-march-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",17180913.164155,0.0,true,true,2025-03-19 20:00:00+08,2024-12-19 03:58:36.940604+08,2026-02-03 22:24:58.949138
no-change-in-fed-interest-rates-after-march-2025-meeting,,,,,,1,1,17161804.938166,0.0,2025-03-19 20:00:00+08,2025-03-19 20:00:00+08,true,false,no-change-in-fed-interest-rates-after-march-2025-meeting,no-change-in-fed-interest-rates-after-march-2025-meeting,no-change-in-fed-interest-rates-after-march-2025-meeting,no-change-in-fed-interest-rates-after-march-2025-meeting,516010,0xef5604329fee713a68f4faa9d3014614c7486525864a11f2ebb054179a0c362e,No change in Fed interest rates after March 2025 meeting?,no-change-in-fed-interest-rates-after-march-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]",17161804.938166,0.0,true,true,2025-03-19 20:00:00+08,2024-12-19 04:02:35.317348+08,2026-02-03 22:24:58.949138
fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,,,,,,1,1,24000661.535559,0.0,2025-05-07 20:00:00+08,2025-05-07 20:00:00+08,true,false,fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,519784,0xbf1e237a1e8cbf9c0b454dc984f5dc789f57f85b077a6a7383489b00b75dc4af,Fed increases interest rates by 25+ bps after May 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-may-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",24000661.535559,0.0,true,true,2025-05-07 20:00:00+08,,2026-02-03 22:25:02.266334
fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,,,,,,1,1,22089574.500042,0.0,2025-05-07 20:00:00+08,2025-05-07 20:00:00+08,true,false,fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,519776,0x10bb455936cf8f22777bdb8d3a1b97760cae2215d60c15001c5d252c0f26478e,Fed decreases interest rates by 50+ bps after May 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-may-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",22089574.500042,0.0,true,true,2025-05-07 20:00:00+08,2025-01-24 03:07:41.022079+08,2026-02-03 22:25:02.266334
fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,,,,,,1,1,21653201.774564,0.0,2025-05-07 20:00:00+08,2025-05-07 20:00:00+08,true,false,fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,519777,0xc5821602b440e61665dce5dcdc0fd20153864ba185d26a13e9be80fe98bb9e97,Fed decreases interest rates by 25 bps after May 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-may-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",21653201.774564,0.0,true,true,2025-05-07 20:00:00+08,2025-01-24 03:07:41.305869+08,2026-02-03 22:25:02.266334
no-change-in-fed-interest-rates-after-may-2025-meeting,,,,,,1,1,20629387.641397,0.0,2025-05-07 20:00:00+08,2025-05-07 20:00:00+08,true,false,no-change-in-fed-interest-rates-after-may-2025-meeting,no-change-in-fed-interest-rates-after-may-2025-meeting,no-change-in-fed-interest-rates-after-may-2025-meeting,no-change-in-fed-interest-rates-after-may-2025-meeting,519778,0xffffb2874475ae9c1e3a0e3c3c4b4e329eb3105427aa484f357bf41c5fd77c4f,No change in Fed interest rates after May 2025 meeting?,no-change-in-fed-interest-rates-after-may-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]",20629387.641397,0.0,true,true,2025-05-07 20:00:00+08,2025-01-24 03:07:41.675536+08,2026-02-03 22:25:02.266334
fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,,,,,,1,1,29564378.908894,0.0,2025-06-18 20:00:00+08,2025-06-18 20:00:00+08,true,false,fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,521834,0x834a4109dbd18f97695e4858b3a18d21fff19bc2dc7c055f18b96843ac1de17b,Fed decreases interest rates by 50+ bps after June 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-june-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",29564378.908894,0.0,true,true,2025-06-18 20:00:00+08,2025-02-05 05:57:44.947276+08,2026-02-03 22:25:03.63164
no-change-in-fed-interest-rates-after-june-2025-meeting,,,,,,1,1,28071372.791282,0.0,2025-06-18 20:00:00+08,2025-06-18 20:00:00+08,true,false,no-change-in-fed-interest-rates-after-june-2025-meeting,no-change-in-fed-interest-rates-after-june-2025-meeting,no-change-in-fed-interest-rates-after-june-2025-meeting,no-change-in-fed-interest-rates-after-june-2025-meeting,521836,0xffdd774123c13df21ce755bfd4f65bde47a74f1377ea73c8b130d84c59831173,No change in Fed interest rates after June 2025 meeting?,no-change-in-fed-interest-rates-after-june-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]",28071372.791282,0.0,true,true,2025-06-18 20:00:00+08,2025-02-05 05:57:45.490441+08,2026-02-03 22:25:03.63164
fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,,,,,,1,1,26912558.981079,0.0,2025-06-18 20:00:00+08,2025-06-18 20:00:00+08,true,false,fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,521837,0x3a92a26ce837b361bd044acc2c0b81346ad66e9a891fc5ad27b9a35e6701c6e7,Fed increases interest rates by 25+ bps after June 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-june-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",26912558.981079,0.0,true,true,2025-06-18 20:00:00+08,2025-02-05 05:57:45.734461+08,2026-02-03 22:25:03.63164
fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,,,,,,1,1,22347675.300958,0.0,2025-06-18 20:00:00+08,2025-06-18 20:00:00+08,true,false,fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,521835,0x872c8e9a4e4808a2ab714c267bd8a93f63cb739c853d7e4de2b42009e73f9b3f,Fed decreases interest rates by 25 bps after June 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-june-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",22347675.300958,0.0,true,true,2025-06-18 20:00:00+08,2025-02-05 05:57:45.227112+08,2026-02-03 22:25:03.63164
fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,,,,,,1,1,43479262.352112,0.0,2025-07-30 20:00:00+08,2025-07-30 20:00:00+08,true,false,fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,528975,0x362c61cfb577a719526b03e7596a3ef3d6d9aadf5292e2e2391c2cdf62892730,Fed increases interest rates by 25+ bps after July 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-july-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",43479262.352112,0.0,true,true,2025-07-30 20:00:00+08,2025-03-20 03:32:16.924739+08,2026-02-03 22:25:10.072826
fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,,,,,,1,1,40912544.015545,0.0,2025-07-30 20:00:00+08,2025-07-30 20:00:00+08,true,false,fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,528972,0x0d09f8cb4ac601074c02828328a893fdab030ece3ca682faaef89d82c43daec2,Fed decreases interest rates by 50+ bps after July 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-july-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",40912544.015545,0.0,true,true,2025-07-30 20:00:00+08,2025-03-20 03:32:15.916884+08,2026-02-03 22:25:10.072826
no-change-in-fed-interest-rates-after-july-2025-meeting,,,,,,1,1,28670116.640169,0.0,2025-07-30 20:00:00+08,2025-07-30 20:00:00+08,true,false,no-change-in-fed-interest-rates-after-july-2025-meeting,no-change-in-fed-interest-rates-after-july-2025-meeting,no-change-in-fed-interest-rates-after-july-2025-meeting,no-change-in-fed-interest-rates-after-july-2025-meeting,528974,0x4a68d828f7263f34391484404380c34efa9566f12a08a88553ddbe8e285c3ae9,No change in Fed interest rates after July 2025 meeting?,no-change-in-fed-interest-rates-after-july-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]",28670116.640169,0.0,true,true,2025-07-30 20:00:00+08,2025-03-20 03:32:16.594619+08,2026-02-03 22:25:10.072826
fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,,,,,,1,1,23551704.395621,0.0,2025-07-30 20:00:00+08,2025-07-30 20:00:00+08,true,false,fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,528973,0x812d8819cda5c57e824719de0381d8e207a45b5b71da31a6425f6c2f181a3fc4,Fed decreases interest rates by 25 bps after July 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-july-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",23551704.395621,0.0,true,true,2025-07-30 20:00:00+08,2025-03-20 03:32:16.262451+08,2026-02-03 22:25:10.072826
no-change-in-fed-interest-rates-after-september-2025-meeting,,,,,,1,1,67368762.49652,0.0,2025-09-17 20:00:00+08,2025-09-17 20:00:00+08,true,false,no-change-in-fed-interest-rates-after-september-2025-meeting,no-change-in-fed-interest-rates-after-september-2025-meeting,no-change-in-fed-interest-rates-after-september-2025-meeting,no-change-in-fed-interest-rates-after-september-2025-meeting,542539,0x02dc46f4354c1cc447577db82ba62cca1bda737bd67b73fe966ce1bfe580868f,No change in Fed interest rates after September 2025 meeting?,no-change-in-fed-interest-rates-after-september-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",67368762.49652,0.0,true,true,2025-09-17 20:00:00+08,2025-05-08 05:42:51.193297+08,2026-02-03 22:25:21.402349
fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,,,,,,1,1,67002488.50419,0.0,2025-09-17 20:00:00+08,2025-09-17 20:00:00+08,true,false,fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,542540,0xe8d095422da9f6c3ceed727a4b6251177f618b002d2a698bfccb48716c7aa469,Fed increases interest rates by 25+ bps after September 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-september-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",67002488.50419,0.0,true,true,2025-09-17 20:00:00+08,,2026-02-03 22:25:21.402349
fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,,,,,,1,1,49890284.071409,0.0,2025-09-17 20:00:00+08,2025-09-17 20:00:00+08,true,false,fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,542537,0x6c3d5fba5442f3e725eb89b7cffcc341ca3105cddaac09c1e4bc8e7010f0fe40,Fed decreases interest rates by 50+ bps after September 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-september-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",49890284.071409,0.0,true,true,2025-09-17 20:00:00+08,,2026-02-03 22:25:21.402349
fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,,,,,,1,1,36329925.673244,0.0,2025-09-17 20:00:00+08,2025-09-17 20:00:00+08,true,false,fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,542538,0x9f41a3e4a2ef548cf207c22a48dbaf73e28dda5ec014c145217f428aaf3769e3,Fed decreases interest rates by 25 bps after September 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-september-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]",36329925.673244,0.0,true,true,2025-09-17 20:00:00+08,2025-05-08 05:42:50.306627+08,2026-02-03 22:25:21.402349
fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,,,,,,1,1,102216689.131463,0.0,2025-10-29 20:00:00+08,2025-10-29 20:00:00+08,true,false,fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,553813,0xd6e0317cee513cc3afdc1954ac576b241ad2287536e88b17fd3a77b4c3d0976e,Fed increases interest rates by 25+ bps after October 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-october-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",102216689.131463,0.0,true,true,2025-10-29 20:00:00+08,2025-06-20 00:29:55.888034+08,2026-02-03 22:25:31.195835
fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,,,,,,1,1,52589989.131546,0.0,2025-10-29 20:00:00+08,2025-10-29 20:00:00+08,true,false,fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,553810,0x6a8c775d3a7ab901a5c4595dbc33478d654dc3b293be2b80fd64500cabbfcc37,Fed decreases interest rates by 50+ bps after October 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-october-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",52589989.131546,0.0,true,true,2025-10-29 20:00:00+08,2025-06-20 00:29:54.616584+08,2026-02-03 22:25:31.195835
fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,,,,,,1,1,51626217.76071,0.0,2025-10-29 20:00:00+08,2025-10-29 20:00:00+08,true,false,fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,553811,0x53f82bd52566e30ae3f8131cb92095dd92ecdf2b0204af0edc226ee194e923fe,Fed decreases interest rates by 25 bps after October 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-october-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]",51626217.76071,0.0,true,true,2025-10-29 20:00:00+08,2025-06-20 00:29:55.048359+08,2026-02-03 22:25:31.195835
no-change-in-fed-interest-rates-after-october-2025-meeting,,,,,,1,1,46052653.992844,0.0,2025-10-29 20:00:00+08,2025-10-29 20:00:00+08,true,false,no-change-in-fed-interest-rates-after-october-2025-meeting,no-change-in-fed-interest-rates-after-october-2025-meeting,no-change-in-fed-interest-rates-after-october-2025-meeting,no-change-in-fed-interest-rates-after-october-2025-meeting,553812,0x6ef34d5c7937cb8a1eb22234ddce8fe3eb1595e1f35c7d4f2101c58f3506e580,No change in Fed interest rates after October 2025 meeting?,no-change-in-fed-interest-rates-after-october-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",46052653.992844,0.0,true,true,2025-10-29 20:00:00+08,2025-06-20 00:29:55.476652+08,2026-02-03 22:25:31.195835
fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,,,,,,1,1,161574382.129451,0.0,2025-12-10 08:00:00+08,2025-12-10 08:00:00+08,true,false,fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,570360,0x6903b766f5fda3d5b02f4472a6b4154419e78b7fd126c0b29ce17bb8e20b20cc,Fed decreases interest rates by 50+ bps after December 2025 meeting?,fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",161574382.129451,0.0,true,true,2025-12-10 08:00:00+08,2025-08-01 03:28:08.091057+08,2026-02-03 22:25:46.007873
fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,,,,,,1,1,133173605.453166,0.0,2025-12-10 08:00:00+08,2025-12-10 08:00:00+08,true,false,fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,570363,0xfcd2fb666c5a346faee448e63267346a3ec394a52bce4c199877559da91cd2c1,Fed increases interest rates by 25+ bps after December 2025 meeting?,fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",133173605.453166,0.0,true,true,2025-12-10 08:00:00+08,2025-08-01 03:28:09.607045+08,2026-02-03 22:25:46.007873
fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,,,,,,1,1,54634506.683355,0.0,2025-12-10 08:00:00+08,2025-12-10 08:00:00+08,true,false,fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,570361,0xcb111226a8271fed0c71bb5ec1bd67b2a4fd72f1eb08466e2180b9efa99d3f32,Fed decreases interest rates by 25 bps after December 2025 meeting?,fed-decreases-interest-rates-by-25-bps-after-december-2025-meeting,"[""Yes"", ""No""]","[""1"", ""0""]",54634506.683355,0.0,true,true,2025-12-10 08:00:00+08,,2026-02-03 22:25:46.007873
no-change-in-fed-interest-rates-after-december-2025-meeting,,,,,,1,1,44523455.111481,0.0,2025-12-10 08:00:00+08,2025-12-10 08:00:00+08,true,false,no-change-in-fed-interest-rates-after-december-2025-meeting,no-change-in-fed-interest-rates-after-december-2025-meeting,no-change-in-fed-interest-rates-after-december-2025-meeting,no-change-in-fed-interest-rates-after-december-2025-meeting,570362,0x58f4542341fcc66a2197877b7487ebe901b689ec42bcdbb0a070f5536d91459e,No change in Fed interest rates after December 2025 meeting?,no-change-in-fed-interest-rates-after-december-2025-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",44523455.111481,0.0,true,true,2025-12-10 08:00:00+08,,2026-02-03 22:25:46.007873
fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,,,,,,1,1,235065166.637259,0.0,2026-01-28 08:00:00+08,2026-01-28 08:00:00+08,true,false,fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,601697,0x17815081230e3b9c78b098162c33b1ffa68c4ec29c123d3d14989599e0c2e113,Fed decreases interest rates by 50+ bps after January 2026 meeting?,fed-decreases-interest-rates-by-50-bps-after-january-2026-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",235065166.637259,0.0,true,true,2026-01-28 08:00:00+08,2025-09-18 00:22:35.837625+08,2026-02-03 22:26:15.582975
fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,,,,,,1,1,216455743.153891,0.0,2026-01-28 08:00:00+08,2026-01-28 08:00:00+08,true,false,fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,601700,0x7c6c69d91b21cbbea08a13d0ad51c0e96a956045aaadc77bce507c6b0475b66e,Fed increases interest rates by 25+ bps after January 2026 meeting?,fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",216455743.153891,0.0,true,true,2026-01-28 08:00:00+08,2025-09-18 00:22:39.874792+08,2026-02-03 22:26:15.582975
no-change-in-fed-interest-rates-after-january-2026-meeting,,,,,,1,1,106767096.072298,0.0,2026-01-28 08:00:00+08,2026-01-28 08:00:00+08,true,false,no-change-in-fed-interest-rates-after-january-2026-meeting,no-change-in-fed-interest-rates-after-january-2026-meeting,no-change-in-fed-interest-rates-after-january-2026-meeting,no-change-in-fed-interest-rates-after-january-2026-meeting,601699,0xe93c89c41d1bb08d3bb40066d8565df301a696563b2542256e6e8bbbb1ec490d,No change in Fed interest rates after January 2026 meeting?,no-change-in-fed-interest-rates-after-january-2026-meeting,"[""Yes"", ""No""]","[""1"", ""0""]",106767096.072298,0.0,true,true,2026-01-28 08:00:00+08,2025-09-18 00:22:38.693526+08,2026-02-03 22:26:15.582975
fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,,,,,,1,1,101211542.667667,0.0,2026-01-28 08:00:00+08,2026-01-28 08:00:00+08,true,false,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,601698,0x35cc41270f5cdfd59b45e68ab85dc51b0b900d286a6c74ea006b8572d9ff5934,Fed decreases interest rates by 25 bps after January 2026 meeting?,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,"[""Yes"", ""No""]","[""0"", ""1""]",101211542.667667,0.0,true,true,2026-01-28 08:00:00+08,2025-09-18 00:22:37.437037+08,2026-02-03 22:26:15.582975
will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,,,,,,1,1,23087834.206663,661055.25985,2026-03-18 08:00:00+08,2026-03-18 08:00:00+08,true,true,will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,654415,0x25aa90b3cd98305e849189b4e8b770fc77fe89bccb7cf9656468414e01145d38,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,"[""Yes"", ""No""]","[""0.0195"", ""0.9805""]",23087834.206663,661055.25985,true,false,2026-03-18 08:00:00+08,2025-10-29 04:58:06.700202+08,2026-02-03 22:27:03.937842
will-the-fed-decrease-interest-rates-by-50-bps-after-the-march-2026-meeting,,,,,,1,1,21104920.842982,1698506.22192,2026-03-18 08:00:00+08,2026-03-18 08:00:00+08,true,true,will-the-fed-decrease-interest-rates-by-50-bps-after-the-march-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-march-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-march-2026-meeting,will-the-fed-decrease-interest-rates-by-50-bps-after-the-march-2026-meeting,654412,0xdeb615a52cd114e5aa27d8344ae506a72bea81f6ed13f5915f050b615a193c20,Will the Fed decrease interest rates by 50+ bps after the March 2026 meeting?,will-the-fed-decrease-interest-rates-by-50-bps-after-the-march-2026-meeting,"[""Yes"", ""No""]","[""0.0095"", ""0.9905""]",21104920.842982,1698506.22192,true,false,2026-03-18 08:00:00+08,2025-10-29 04:58:04.772334+08,2026-02-03 22:27:03.937842
