parent_event_id,parent_event_slug,parent_event_title,parent_series_slug,parent_end_date_intended,parent_end_date_actual_resolution,market_slug,group_item_title,group_item_threshold,closed,end_date,created_at,_fetched_at,token_id,in_observed_export,token_map_status
901491,fed-interest-rates-november-2022,Fed Interest Rates November 2022,fed-interest-rates,2022-11-02T00:00:00Z,2023-03-22T18:43:28.188Z,will-the-fed-increase-interest-rates-by-25-bps-after-its-november-meeting,25 bps increase after Nov meeting?,23,True,2022-11-02T00:00:00Z,2022-09-16T17:41:38.647Z,,5.78740718848945E+076,1,ok
901491,fed-interest-rates-november-2022,Fed Interest Rates November 2022,fed-interest-rates,2022-11-02T00:00:00Z,2023-03-22T18:43:28.188Z,will-the-fed-increase-interest-rates-by-25-bps-after-its-november-meeting,25 bps increase after Nov meeting?,23,True,2022-11-02T00:00:00Z,2022-09-16T17:41:38.647Z,,5.99904446824926E+076,1,ok
901491,fed-interest-rates-november-2022,Fed Interest Rates November 2022,fed-interest-rates,2022-11-02T00:00:00Z,2023-03-22T18:43:28.188Z,will-the-fed-increase-interest-rates-by-50-bps-after-its-november-meeting,50 bps increase after Nov meeting?,24,True,2022-11-02T00:00:00Z,2022-09-16T17:43:09.567Z,,3.36317277785327E+076,1,ok
901491,fed-interest-rates-november-2022,Fed Interest Rates November 2022,fed-interest-rates,2022-11-02T00:00:00Z,2023-03-22T18:43:28.188Z,will-the-fed-increase-interest-rates-by-50-bps-after-its-november-meeting,50 bps increase after Nov meeting?,24,True,2022-11-02T00:00:00Z,2022-09-16T17:43:09.567Z,,6.89111279056704E+076,1,ok
901491,fed-interest-rates-november-2022,Fed Interest Rates November 2022,fed-interest-rates,2022-11-02T00:00:00Z,2023-03-22T18:43:28.188Z,will-the-fed-increase-interest-rates-by-75-bps-after-its-november-meeting,75 bps increase after Nov meeting?,25,True,2022-11-02T00:00:00Z,2022-09-16T17:44:25.835Z,,4.57668643145352E+076,1,ok
901491,fed-interest-rates-november-2022,Fed Interest Rates November 2022,fed-interest-rates,2022-11-02T00:00:00Z,2023-03-22T18:43:28.188Z,will-the-fed-increase-interest-rates-by-75-bps-after-its-november-meeting,75 bps increase after Nov meeting?,25,True,2022-11-02T00:00:00Z,2022-09-16T17:44:25.835Z,,8.37095540658506E+076,1,ok
901491,fed-interest-rates-november-2022,Fed Interest Rates November 2022,fed-interest-rates,2022-11-02T00:00:00Z,2023-03-22T18:43:28.188Z,will-the-fed-increase-interest-rates-by-100-bps-after-its-november-meeting,100 bps increase after Nov meeting?,26,True,2022-11-02T00:00:00Z,2022-09-16T17:45:41.964Z,,1.1786783950838E+076,1,ok
901491,fed-interest-rates-november-2022,Fed Interest Rates November 2022,fed-interest-rates,2022-11-02T00:00:00Z,2023-03-22T18:43:28.188Z,will-the-fed-increase-interest-rates-by-100-bps-after-its-november-meeting,100 bps increase after Nov meeting?,26,True,2022-11-02T00:00:00Z,2022-09-16T17:45:41.964Z,,1.71382395120922E+076,1,ok
901492,fed-interest-rates-december-2022,Fed Interest Rates December 2022,fed-interest-rates,2022-12-14T00:00:00Z,2023-03-22T18:43:56.437Z,will-the-fed-increase-interest-rates-by-25-bps-after-its-december-meeting,25 bps increase after Dec meeting?,200,True,2022-12-14T00:00:00Z,2022-10-13T18:22:06.478Z,,6.42141120739294E+076,1,ok
901492,fed-interest-rates-december-2022,Fed Interest Rates December 2022,fed-interest-rates,2022-12-14T00:00:00Z,2023-03-22T18:43:56.437Z,will-the-fed-increase-interest-rates-by-25-bps-after-its-december-meeting,25 bps increase after Dec meeting?,200,True,2022-12-14T00:00:00Z,2022-10-13T18:22:06.478Z,,1.09071788736086E+077,1,ok
901492,fed-interest-rates-december-2022,Fed Interest Rates December 2022,fed-interest-rates,2022-12-14T00:00:00Z,2023-03-22T18:43:56.437Z,will-the-fed-increase-interest-rates-by-50-bps-after-its-december-meeting,50 bps increase after Dec meeting?,201,True,2022-12-14T00:00:00Z,2022-10-13T18:25:46.176Z,,7.7306573616845E+076,1,ok
901492,fed-interest-rates-december-2022,Fed Interest Rates December 2022,fed-interest-rates,2022-12-14T00:00:00Z,2023-03-22T18:43:56.437Z,will-the-fed-increase-interest-rates-by-50-bps-after-its-december-meeting,50 bps increase after Dec meeting?,201,True,2022-12-14T00:00:00Z,2022-10-13T18:25:46.176Z,,9.57916795760397E+076,1,ok
901492,fed-interest-rates-december-2022,Fed Interest Rates December 2022,fed-interest-rates,2022-12-14T00:00:00Z,2023-03-22T18:43:56.437Z,will-the-fed-increase-interest-rates-by-75-bps-after-its-december-meeting,75 bps increase after Dec meeting?,203,True,2022-12-14T00:00:00Z,2022-10-13T18:29:14.3Z,,2.85536796955939E+076,1,ok
901492,fed-interest-rates-december-2022,Fed Interest Rates December 2022,fed-interest-rates,2022-12-14T00:00:00Z,2023-03-22T18:43:56.437Z,will-the-fed-increase-interest-rates-by-75-bps-after-its-december-meeting,75 bps increase after Dec meeting?,203,True,2022-12-14T00:00:00Z,2022-10-13T18:29:14.3Z,,1.10605363229849E+077,1,ok
901492,fed-interest-rates-december-2022,Fed Interest Rates December 2022,fed-interest-rates,2022-12-14T00:00:00Z,2023-03-22T18:43:56.437Z,will-the-fed-increase-interest-rates-by-100-bps-after-its-december-meeting,100 bps increase after Dec meeting?,204,True,2022-12-14T00:00:00Z,2022-10-13T18:30:26.483Z,,1.77776488399923E+076,1,ok
901492,fed-interest-rates-december-2022,Fed Interest Rates December 2022,fed-interest-rates,2022-12-14T00:00:00Z,2023-03-22T18:43:56.437Z,will-the-fed-increase-interest-rates-by-100-bps-after-its-december-meeting,100 bps increase after Dec meeting?,204,True,2022-12-14T00:00:00Z,2022-10-13T18:30:26.483Z,,3.24731589435911E+076,1,ok
901493,fed-interest-rates-february-2023,Fed Interest Rates February 2023,fed-interest-rates,2023-02-01T00:00:00Z,2023-03-22T18:44:34.777Z,will-the-fed-increase-interest-rates-by-0-bps-after-its-february-meeting,No increase after Feb meeting?,100,True,2023-02-01T00:00:00Z,2022-12-14T23:18:31.537Z,,5.08408230404916E+076,1,ok
901493,fed-interest-rates-february-2023,Fed Interest Rates February 2023,fed-interest-rates,2023-02-01T00:00:00Z,2023-03-22T18:44:34.777Z,will-the-fed-increase-interest-rates-by-0-bps-after-its-february-meeting,No increase after Feb meeting?,100,True,2023-02-01T00:00:00Z,2022-12-14T23:18:31.537Z,,1.67982409542175E+076,1,ok
901493,fed-interest-rates-february-2023,Fed Interest Rates February 2023,fed-interest-rates,2023-02-01T00:00:00Z,2023-03-22T18:44:34.777Z,will-the-fed-increase-interest-rates-by-25-bps-after-its-february-meeting,25 bps increase after Feb meeting?,101,True,2023-02-01T00:00:00Z,2022-12-14T23:23:56.982Z,,1.02122366921729E+077,1,ok
901493,fed-interest-rates-february-2023,Fed Interest Rates February 2023,fed-interest-rates,2023-02-01T00:00:00Z,2023-03-22T18:44:34.777Z,will-the-fed-increase-interest-rates-by-25-bps-after-its-february-meeting,25 bps increase after Feb meeting?,101,True,2023-02-01T00:00:00Z,2022-12-14T23:23:56.982Z,,1.09795594280314E+075,1,ok
901493,fed-interest-rates-february-2023,Fed Interest Rates February 2023,fed-interest-rates,2023-02-01T00:00:00Z,2023-03-22T18:44:34.777Z,will-the-fed-increase-interest-rates-by-50-bps-after-its-february-meeting,50 bps increase after Feb meeting?,102,True,2023-02-01T00:00:00Z,2022-12-14T23:26:33.705Z,,4.79640045841072E+076,1,ok
