snapshot_ts,ticker,car_63d,car_sign_consistency,car_acceleration,expected_bps,sora_level_t2,reit_index_lag_21d_return,reit_index_lag_63d_return,reit_index_vol_21d,reit_index_vol_63d,reit_index_drawdown_63d,is_A17U,is_AJBU,is_BTOU,is_BUOU,is_C38U,is_CMOU,is_J69U,is_M1GU,is_M44U,is_ME8U,is_N2IU,is_OXMU,is_T82U,y_true
2023-02-03,N2IU,-0.0015236506,-0.0006042846,0.000273156,-0.0036081518,0.00039303483,-8.958427e-05,-0.0008319068,5.2472933e-05,0.0014751687,0.001126989,0.0,0.0,0.0019241228,0.0,0.0,7.6622586e-05,0.0,0.0,0.0,0.0,0.0,-9.627966e-05,0.0,0.018976408718409804
2023-02-06,OXMU,0.00037701087,-0.00015489767,-0.040658455,-0.026738716,0.00039303483,-0.0023892382,-0.0028707513,-0.019411793,0.0072271083,0.0047554206,0.0,0.0,0.0016096721,0.0,0.0,7.0061564e-05,0.0,0.0,0.0,0.0,0.0,0.0012622664,0.0,-0.16232047202607008
2023-02-09,A17U,0.0006712977,0.0005092296,0.003234124,-0.0027290825,0.00014531714,0.00076017535,-0.0007715083,-0.0011110093,0.0014503145,-0.00079927477,0.0,0.0,0.0013021855,0.0,0.0,0.00016459373,0.0,0.0,0.0,0.0,0.0,0.000703403,0.0,0.012544330354749299
2023-02-13,N2IU,0.00058272993,0.0005092296,0.0037044145,-0.0027851257,0.00014531714,0.00076017535,-0.00086552557,-0.0011110093,0.0014503145,-0.0013108155,0.0,0.0,0.0013110287,0.0,0.0,0.00044195424,0.0,0.0,0.0,0.0,0.0,0.00069707783,0.0,0.0011025291780761039
2023-02-16,BTOU,0.0064175487,-0.0011728692,0.0010129022,-0.01454073,0.0034463834,0.00042025227,-0.0006578,-0.00049382576,0.0084961895,-0.008948412,0.0,0.0,-0.017451696,0.0,0.0,0.00026905327,0.0,0.0,0.0,0.0,0.0,0.00047856956,0.0,0.0056419665523560645
2023-02-28,CMOU,-0.0137109775,-4.7443347e-05,0.0028532133,-0.0073003555,-0.00027988182,0.0042627975,-0.0004954014,-0.0011894332,-0.0047989977,-0.0036137106,0.0,0.0,0.0019193996,0.0,0.0,-0.0041829543,0.0,0.0,0.0,0.0,0.0,0.00040955291,0.0,0.019650570781925857
2023-03-02,BUOU,-0.0019785794,0.0002033448,0.002238269,-0.0027399105,0.00073788577,-0.001106783,-0.00044495944,3.7622267e-05,0.00019229694,-0.0027824352,0.0,0.0,0.0011762676,0.0,0.0,0.00043083707,0.0,0.0,0.0,0.0,0.0,0.0006555563,0.0,0.02279192353862366
2023-03-08,BUOU,0.0013992043,0.0005092296,0.001348959,-0.0029451984,0.0001284136,-0.001106783,-0.00020722866,-1.9519135e-05,2.864408e-05,-0.00043893442,0.0,0.0,0.0014336027,0.0,0.0,0.00043083707,0.0,0.0,0.0,0.0,0.0,0.0006555563,0.0,0.04808867230358428
2023-03-08,J69U,0.001401569,0.0005092296,0.002992518,-0.0029451984,0.00013631182,0.0009482051,-0.00020722866,-1.9519135e-05,0.00073670683,-0.00043893442,0.0,0.0,0.0014336027,0.0,0.0,0.00046008918,0.0,0.0,0.0,0.0,0.0,0.0006555563,0.0,0.010394884993011184
2023-03-08,M1GU,0.0014904647,0.0005092296,0.0004048319,-0.0029451984,0.00013631182,-0.00041588023,-0.00020722866,-1.9519135e-05,2.864408e-05,-0.00043893442,0.0,0.0,0.0014247594,0.0,0.0,0.00046008918,0.0,0.0,0.0,0.0,0.0,0.0006555563,0.0,0.04492082705331904
2023-03-09,ME8U,0.0015435673,0.0005092296,0.00011425949,-0.0027399105,0.00074578397,-0.00029090839,-0.00043448672,-1.9519135e-05,2.864408e-05,-0.0001932816,0.0,0.0,0.0007041024,0.0,0.0,0.00046008918,0.0,0.0,0.0,0.0,0.0,0.0006555563,0.0,0.016361046731846962
2023-03-21,A17U,0.00020086157,0.0005092296,0.0007725706,-0.0031131452,0.00036861753,0.0003328268,-0.0001690788,-0.001159657,0.0009445444,-0.0006801203,0.0,0.0,0.002013204,0.0,0.0,0.00046008918,0.0,0.0,0.0,0.0,0.0,0.0006031839,0.0,0.00852040611726105
2023-03-23,BTOU,-0.022976507,-0.00048562343,-0.0013094608,-0.021047702,-0.0071075377,-0.0011221081,-0.00056010496,-0.0053730886,-0.00157236,-0.0017177064,0.0,0.0,-0.0273244,0.0,0.0,0.00026905327,0.0,0.0,0.0,0.0,0.0,0.00073193305,0.0,-0.20217961231900028
2023-03-23,N2IU,0.0015428117,0.0005092296,0.00042513997,-0.003024421,0.00031895982,0.00030042412,-0.00030911458,-0.0011681505,-0.000109498156,-0.0006985476,0.0,0.0,0.0020156216,0.0,0.0,0.00041676004,0.0,0.0,0.0,0.0,0.0,0.0006555563,0.0,0.0035436632200807963
2023-03-24,C38U,0.0014406075,-0.00049774087,0.0010605562,-0.0037290037,-8.120494e-05,-0.00020943825,-0.00030911458,-0.0011861488,-6.883743e-05,-0.00068673934,0.0,0.0,0.0020067785,0.0,0.0,0.00038658074,0.0,0.0,0.0,0.0,0.0,0.0005916614,0.0,0.013502130721182459
2023-03-27,BTOU,0.020793723,-3.0304247e-05,0.015709283,-0.011975382,-0.0012506999,1.4467587e-05,-0.0076762685,-0.0069592893,-0.016148396,-0.0048905406,0.0,0.0,-0.012322562,0.0,0.0,0.0002808962,0.0,0.0,0.0,0.0,0.0,0.00042216838,0.0,-0.22075419048045175
2023-03-27,J69U,0.0015272583,0.0005092296,0.0018431338,-0.003024421,0.0002790474,-0.0004078424,-0.00031732232,-0.0011195027,-9.3163515e-05,-0.0014628595,0.0,0.0,0.0020156216,0.0,0.0,0.00046008918,0.0,0.0,0.0,0.0,0.0,0.0006655026,0.0,-0.005928471209828251
2023-03-31,AJBU,-0.007333737,0.0002033448,0.0041813105,-0.0035552748,0.00041505462,0.0013373266,-0.00025862057,-0.0011110093,0.0008291266,-0.0042263027,0.0,0.0,0.0020429466,0.0,0.0,0.00019037479,0.0,0.0,0.0,0.0,0.0,0.0005613705,0.0,-0.012696157418061106
2023-03-31,T82U,0.000680073,0.0005092296,0.0016550355,-0.0035149518,0.00031895982,0.00015543425,-0.00026584804,-0.0011110093,0.00092477014,-0.0016036563,0.0,0.0,0.0020429466,0.0,0.0,0.00041676004,0.0,0.0,0.0,0.0,0.0,0.00066702865,0.0,-0.003280269850194437
2023-04-05,CMOU,-0.012169385,-4.7443347e-05,-0.02813687,-0.008412032,0.0018066191,0.0054316195,-0.008494907,-0.0020743774,-0.0054678135,-0.012716385,0.0,0.0,0.0058560204,0.0,0.0,-0.00021076167,0.0,0.0,0.0,0.0,0.0,0.0005278232,0.0,-0.05285708127172769
2023-04-18,M1GU,0.0012866881,0.0005092296,0.0022406827,-0.0031851497,0.0007149018,0.0012484445,-0.00047613378,3.9253377e-05,0.0006420834,-0.0012891865,0.0,0.0,0.001201048,0.0,0.0,-8.69857e-05,0.0,0.0,0.0,0.0,0.0,0.0006848896,0.0,-0.01789533759054245
2023-04-20,CMOU,0.005655158,0.0004199933,0.003712316,-0.004976161,0.0013383491,-0.00018821437,-0.0012985424,-0.002462646,0.0010576053,-0.0015768012,0.0,0.0,0.0010885238,0.0,0.0,-0.00021076167,0.0,0.0,0.0,0.0,0.0,0.0003153598,0.0,-0.006130558709242103
2023-04-25,BUOU,0.001598007,0.0005092296,0.0027853246,-0.0034865371,0.00041505462,0.0010400907,-0.0001696932,4.7413683e-05,-0.0013322075,-0.0014387063,0.0,0.0,0.0022007981,0.0,0.0,0.00044195424,0.0,0.0,0.0,0.0,0.0,0.0008712456,0.0,0.03135371614120675
2023-04-27,M1GU,0.001994887,0.0005092296,0.0010955713,-0.0030875802,-0.003070799,0.00014095796,0.0019516693,4.7413683e-05,-0.0011224996,-0.0015858895,0.0,0.0,0.002191955,0.0,0.0,0.00041676004,0.0,0.0,0.0,0.0,0.0,0.0008332312,0.0,-0.019329499438263485
2023-05-02,M44U,0.0019175987,0.0005092296,0.0029042645,-0.0034677077,5.480222e-05,0.0012894644,-0.0001795945,4.7413683e-05,-0.0012320117,-0.0015858895,0.0,0.0,0.0022007981,0.0,0.0,0.00019037479,0.0,0.0,0.0,0.0,0.0,0.0008332312,0.0,-0.010954972130858612
2023-05-03,J69U,0.0019120174,0.0005092296,0.0028519374,-0.0030857604,5.480222e-05,0.0013373266,-0.00017512977,-0.0003289522,-0.0012320117,-0.0015858895,0.0,0.0,0.0022007981,0.0,0.0,0.00019037479,0.0,0.0,0.0,0.0,0.0,0.0008332312,0.0,0.013498688093578782
2023-05-08,T82U,0.0018008347,0.0005092296,0.0026285627,-0.0022854963,0.00079877564,-0.00074232207,-0.00042251122,-0.0003289522,-0.0013151275,-0.0018131875,0.0,0.0,0.0014648723,0.0,0.0,0.00015347658,0.0,0.0,0.0,0.0,0.0,0.00072083646,0.0,-0.010378404579679985
2023-05-24,BUOU,0.00015514765,-0.00058022595,0.002853015,-0.0014966015,0.00040777243,-0.00072171306,-0.00014828399,-0.0004193992,-0.00051326957,-0.0020875582,0.0,0.0,0.0010688005,0.0,0.0,8.377471e-05,0.0,0.0,0.0,0.0,0.0,0.00065694156,0.0,0.036957137634909557
2023-05-25,CMOU,-0.016383102,0.0004199933,0.0004793641,-0.0064459313,-0.000553965,0.0026966243,-0.00041621886,-0.0031342045,-0.020149486,-0.0052654776,0.0,0.0,0.0016226363,0.0,0.0,-0.0041829543,0.0,0.0,0.0,0.0,0.0,0.0003501668,0.0,-0.014202867649943125
2023-05-29,CMOU,0.008580135,0.0030799718,-0.01236626,-0.0069194776,-0.000553965,0.001864614,-0.0019360323,0.0009369685,2.7065795e-05,-0.0010709517,0.0,0.0,0.0013864315,0.0,0.0,-0.0011912715,0.0,0.0,0.0,0.0,0.0,0.000508058,0.0,-0.005918264134631434
2023-05-30,J69U,0.00011724403,-0.00058022595,0.0019692748,-0.003222542,4.752008e-05,-0.00016524388,-0.00016522847,-0.0003405298,-0.00035872505,-0.0013149746,0.0,0.0,0.002191955,0.0,0.0,7.105207e-05,0.0,0.0,0.0,0.0,0.0,0.0007625997,0.0,0.026482266144395347
2023-05-30,OXMU,0.024845306,0.0030790614,-0.011958277,-0.015466097,-0.000553965,0.002231908,-0.0076847696,-0.001084495,-0.0012332367,-0.004571033,0.0,0.0,0.00094520824,0.0,0.0,3.5142846e-05,0.0,0.0,0.0,0.0,0.0,-0.0065956255,0.0,-0.06021303943055496
2023-05-31,OXMU,0.024692204,0.0030790614,0.0012654893,-0.011607525,-0.0001937126,0.0024280613,-0.0076847696,-0.005652448,0.0032290514,-0.004520372,0.0,0.0,0.0011439403,0.0,0.0,3.5142846e-05,0.0,0.0,0.0,0.0,0.0,-0.0071139745,0.0,0.012686849376234276
2023-06-01,BTOU,0.025241343,-0.0051169745,-0.011545561,-0.012230478,-0.0013485925,0.0020695496,-0.007779683,0.0012387276,-0.0055309692,-0.0007024336,0.0,0.0,-0.012440769,0.0,0.0,4.170387e-05,0.0,0.0,0.0,0.0,0.0,0.000541717,0.0,-0.04262905392382138
2023-06-01,M44U,0.0004342676,0.00042674452,0.0018406629,-0.002811182,0.00040777243,-0.0005255599,-0.00016522847,5.3834578e-05,-0.00039938572,-0.0012761218,0.0,0.0,0.0022032158,0.0,0.0,0.00015347658,0.0,0.0,0.0,0.0,0.0,0.0008264946,0.0,0.006321306181256609
2023-06-09,AJBU,0.0007482779,0.00042674452,0.0019201391,-0.00082896603,4.752008e-05,-0.00072171306,-0.00017512977,-0.00040140073,-0.00029918994,-0.001629717,0.0,0.0,0.0010776437,0.0,0.0,0.00043083707,0.0,0.0,0.0,0.0,0.0,0.0008201694,0.0,0.010630875501144124
