snapshot_ts,ticker,car_63d,car_sign_consistency,car_acceleration,expected_bps,sora_level_t2,reit_index_lag_21d_return,reit_index_lag_63d_return,reit_index_vol_21d,reit_index_vol_63d,reit_index_drawdown_63d,is_A17U,is_AJBU,is_BTOU,is_BUOU,is_C38U,is_CMOU,is_J69U,is_M1GU,is_M44U,is_ME8U,is_N2IU,is_OXMU,is_T82U,y_true
2023-03-21,A17U,0.0018324275,-0.00012041222,0.0005353417,-0.0026941742,4.0258652e-05,-3.9770926e-05,-0.00024906814,-0.00046655064,2.3585304e-05,9.016312e-05,0.0,0.0,0.0013518882,0.0,0.0,0.00044674106,0.0,0.0,0.0,0.0,0.0,0.0007263355,0.0,-0.0038907570957967437
2023-03-23,BTOU,-0.019105934,7.78023e-05,0.002490936,-0.020264558,-0.0015783684,1.8235587e-05,8.800853e-07,-0.0043172836,-0.005668257,-0.0023085934,0.0,0.0,-0.023302455,0.0,0.0,0.00019650691,0.0,0.0,0.0,0.0,0.0,0.00013281505,0.0,-0.3137393748370408
2023-03-23,N2IU,0.0017588446,-0.00012041222,0.0008709642,-0.0027351473,-2.3459172e-05,1.8235587e-05,-0.00024065368,-0.00046655064,-0.0004020719,-0.00014081658,0.0,0.0,0.0017957796,0.0,0.0,0.0004524779,0.0,0.0,0.0,0.0,0.0,0.00070957467,0.0,-0.002220210531125616
2023-03-24,C38U,0.0016682569,-5.5582746e-05,0.0006021833,-0.0027452372,-2.3459172e-05,6.295726e-06,-0.00024065368,-0.00047901145,-0.0003567781,9.762546e-05,0.0,0.0,0.0018410733,0.0,0.0,0.0004524779,0.0,0.0,0.0,0.0,0.0,0.00070957467,0.0,0.018929891466609672
2023-03-27,BTOU,0.016488902,7.78023e-05,0.0028202112,-0.018798612,-0.001723275,-0.00041890243,-0.008905757,-0.009365674,-0.005543318,-0.0069316537,0.0,0.0,-0.0212561,0.0,0.0,0.00019650691,0.0,0.0,0.0,0.0,0.0,0.00017360531,0.0,-0.192179913076786
2023-03-27,J69U,0.0018055127,-0.00012041222,0.0011491949,-0.002756711,-2.3459172e-05,3.2586755e-05,-0.00026810763,-0.00046655064,-0.0004020719,-0.0004321666,0.0,0.0,0.001796897,0.0,0.0,0.0004524779,0.0,0.0,0.0,0.0,0.0,0.00070957467,0.0,0.012423118134923486
2023-03-31,AJBU,0.0017901408,-0.00012041222,0.0011491949,-0.002756711,4.0258652e-05,0.00017860027,-0.00029402145,-0.00046655064,-6.5082815e-05,-0.00042520798,0.0,0.0,0.0012845042,0.0,0.0,0.0004524779,0.0,0.0,0.0,0.0,0.0,0.00070957467,0.0,0.013446096694547608
2023-03-31,T82U,0.0017434724,-0.00012041222,0.0011969808,-0.002756711,4.0258652e-05,0.00017860027,-0.00029402145,-0.00046655064,-6.5082815e-05,-0.00042520798,0.0,0.0,0.0012833866,0.0,0.0,0.0004524779,0.0,0.0,0.0,0.0,0.0,0.00070957467,0.0,-0.00019677032205623213
2023-04-05,CMOU,-0.008011382,-5.5582746e-05,-0.028722959,-0.011834837,-0.0012866149,0.0050748894,-0.0033874947,-0.0015879432,0.00093555043,-0.002149917,0.0,0.0,0.001367222,0.0,0.0,-0.004483579,0.0,0.0,0.0,0.0,0.0,0.0005247597,0.0,-0.054027190187600264
2023-04-18,M1GU,0.001752729,-0.00012041222,0.0011966637,-0.0027672267,5.5589197e-05,0.00014618193,-0.00029402145,-0.00040663913,-0.0003727784,-0.00042965772,0.0,0.0,0.0015542844,0.0,0.0,0.0004524779,0.0,0.0,0.0,0.0,0.0,0.00070957467,0.0,-0.0049433861588308
2023-04-20,CMOU,-0.0124897035,0.0001128734,0.0010378138,-0.012738313,-0.00041197543,-0.00080123136,-0.00040939596,-0.0021439213,-0.00495365,-0.0023027393,0.0,0.0,0.0014763152,0.0,0.0,-0.0037933965,0.0,0.0,0.0,0.0,0.0,0.00032290458,0.0,-0.09822435391073402
