snapshot_ts,ticker,car_63d,car_sign_consistency,car_acceleration,expected_bps,sora_level_t2,car_window_recent,car_window_mid,car_window_old,sora_90d_change_t2,sora_3m_t2,sora_term_spread_t2,reit_index_lag_21d_return,reit_index_lag_63d_return,reit_index_vol_21d,reit_index_vol_63d,reit_index_drawdown_63d,y_true
2023-04-28,N2IU,-0.00025962052,0.0,0.00035558103,-0.00024990214,0.00010791456,0.00062161364,0.00089606,0.0003105502,0.00014920835,-0.0021968696,-0.0003351447,0.00014092276,-3.096426e-05,0.00043798293,0.002051229,0.00043305208,-0.007089826051658643
2023-05-02,M1GU,-0.00028287777,0.0,-0.00068738114,0.0005694977,-0.0006792735,-0.00063349213,-0.0012709752,-0.0012011402,0.00015798482,-0.0011153277,-0.0003478151,0.00012411005,-0.0004862755,0.00040476467,0.000840552,0.00014232684,-0.012481397494464074
2023-05-03,C38U,-0.0003013157,0.0,-0.0007570572,0.00046795743,-0.0006792735,0.00028882318,-0.0012884549,-0.0010351562,0.0001750797,-0.0016287386,-0.00035579642,0.00012411005,-0.00015566836,0.00085000275,0.0010047902,0.00014232684,0.008070623578033464
2023-05-04,C38U,-0.00031861736,0.0,-0.0007779632,-0.00021957565,5.130346e-05,0.0003318713,-0.00055816665,-0.0010714462,6.748383e-05,-0.0012591952,-0.00025915878,0.00013154157,-0.00050757057,0.00016310165,0.0013807504,0.00043079007,0.01620294265666003
2023-05-10,T82U,0.00052172097,0.0,0.0037792786,4.4599583e-06,4.0494255e-05,0.00018141858,-0.00029405078,0.0002567306,8.3812585e-05,-0.0013264866,-3.074657e-05,0.00024748797,-5.4155244e-05,-0.0007229337,0.0010730361,-3.0033267e-05,-0.02717852621926021
2023-05-11,A17U,-0.00045897995,0.0,-0.0007256607,-0.00010489789,6.311289e-05,0.00017547183,-0.00017242224,0.00026499474,0.00016685878,-0.0010345127,-0.00024158448,0.00016227443,-6.956126e-05,-0.00043152267,0.00161544,-2.8428414e-05,-0.04033530390011576
2023-05-11,J69U,-0.00038421745,0.0,0.00033504667,-0.00011245424,5.9946367e-05,0.00047134288,-0.00039875184,0.00025376404,0.00012777332,-0.0019813408,-0.0001469896,0.00016227443,-0.00015677747,-0.00035050322,0.00145702,-1.6236261e-05,0.022156506348018076
2023-05-18,C38U,-0.00024229567,0.0,-0.0007178842,-0.00015795414,0.0002107131,0.0002739183,-0.00043109694,0.00021807729,6.748383e-05,-0.00091401057,-0.00024158448,0.00016351734,-3.893987e-05,-0.00043152267,0.0015772239,-2.8428414e-05,-0.005664457495227393
2023-05-23,N2IU,-4.7633934e-05,0.0,0.00034900298,-0.00012875763,4.8263242e-05,0.0005950532,0.00034327837,0.0029849901,1.5410114e-07,-0.0010329045,0.00010631556,0.00017837119,-0.0010102611,-0.00069817854,0.00036758545,3.5342587e-06,-0.01765338112524943
2023-05-23,T82U,0.00036928954,0.0,0.00504863,-9.253214e-05,-0.00039058208,0.00012221075,0.00039823406,-6.267379e-06,6.756851e-06,-0.0012593739,4.0185703e-05,0.0002597202,-0.00052296114,-0.0010625272,0.0004984589,-1.0262747e-05,-0.02486962307846198
2023-06-01,BUOU,-0.0007385712,0.0,2.6645734e-05,-2.777625e-05,-0.0006839539,-0.00053157564,-0.0004245679,0.00030648045,-6.7535635e-05,-0.0010791343,0.00074113545,0.00016470987,-0.00014100799,0.00070419686,0.0009935533,0.00015225701,-0.01669096961264581
2023-06-09,AJBU,-0.0001940956,0.0,1.7726981e-05,-0.00012146551,-0.0006892189,-0.00041167455,0.002541992,0.0003491686,-6.7535635e-05,0.0001482817,0.00094874075,0.0001990694,0.00017284564,0.00018420414,0.002155981,0.00015225701,0.04613846644368246
2023-06-12,BUOU,-0.0003750883,0.0,3.6232574e-05,-0.0004420817,-0.0006615711,-0.00041690047,0.0005559068,-0.00017144556,-0.00019876988,-0.00044135898,0.00089980464,0.00016497434,0.00014900083,0.00027107607,0.00066958595,7.050082e-05,0.007349539157246905
