snapshot_ts,parent_event_id,fomc_decision_date,market_type,is_sparse_ctf,days_to_next_fomc,expected_bps,p_no_change,margin_over_second,n_brackets,modal_prob,modal_outcome_bps,modal_direction,distance_from_uniform
2025-01-14,14220,2025-01-29,CTF,False,15,-0.825,0.963,0.933,5,0.963,0.0,hold,0.763
2025-01-15,14220,2025-01-29,CTF,False,14,-0.975,0.966,0.935,5,0.966,0.0,hold,0.766
2025-01-16,14220,2025-01-29,CTF,False,13,-0.875,0.965,0.935,5,0.965,0.0,hold,0.765
2025-01-17,14220,2025-01-29,CTF,False,12,-0.725,0.972,0.949,5,0.972,0.0,hold,0.772
2025-01-18,14220,2025-01-29,CTF,False,11,-1.0,0.963,0.93,5,0.963,0.0,hold,0.763
2025-01-19,14220,2025-01-29,CTF,False,10,-0.725,0.962,0.936,5,0.962,0.0,hold,0.762
2025-01-20,14220,2025-01-29,CTF,False,9,-0.85,0.95,0.919,5,0.95,0.0,hold,0.75
2025-01-21,14220,2025-01-29,CTF,False,8,-0.5,0.984,0.974,5,0.984,0.0,hold,0.784
2025-01-22,14220,2025-01-29,CTF,False,7,-0.55,0.976229,0.959229,5,0.976229,0.0,hold,0.776229
2025-01-23,14220,2025-01-29,CTF,False,6,-0.45,0.986,0.975,5,0.986,0.0,hold,0.786
2025-01-24,14220,2025-01-29,CTF,False,5,-0.3667,0.989,0.977335,5,0.989,0.0,hold,0.789
2025-01-25,14220,2025-01-29,CTF,False,4,-0.3993,0.987,0.97503,5,0.987,0.0,hold,0.787
2025-01-26,14220,2025-01-29,CTF,False,3,-0.5,0.982,0.966,5,0.982,0.0,hold,0.782
2025-01-27,14220,2025-01-29,CTF,False,2,-0.575,0.98,0.96,5,0.98,0.0,hold,0.78
2025-01-28,14220,2025-01-29,CTF,False,1,-0.625,0.98,0.96,5,0.98,0.0,hold,0.78
2025-01-29,14220,2025-01-29,CTF,False,0,-0.375,0.987,0.976,5,0.987,0.0,hold,0.787
2025-01-30,15665,2025-03-19,CTF,False,48,-5.45,0.78,0.59,4,0.78,0.0,hold,0.53
2025-01-31,15665,2025-03-19,CTF,False,47,-4.125,0.82,0.67,4,0.82,0.0,hold,0.57
2025-02-01,15665,2025-03-19,CTF,False,46,-3.5167,0.85,0.72,4,0.85,0.0,hold,0.6
2025-02-02,15665,2025-03-19,CTF,False,45,-3.25,0.87,0.75,4,0.87,0.0,hold,0.62
2025-02-03,15665,2025-03-19,CTF,False,44,-3.225,0.87,0.75,4,0.87,0.0,hold,0.62
2025-02-04,15665,2025-03-19,CTF,False,43,-3.55,0.85,0.72,4,0.85,0.0,hold,0.6
2025-02-05,15665,2025-03-19,CTF,False,42,-3.9999,0.84,0.690002,4,0.84,0.0,hold,0.59
2025-02-06,15665,2025-03-19,CTF,False,41,-3.675,0.840007,0.700007,4,0.840007,0.0,hold,0.590007
2025-02-07,15665,2025-03-19,CTF,False,40,-3.525,0.87,0.74,4,0.87,0.0,hold,0.62
2025-02-08,15665,2025-03-19,CTF,False,39,-1.875,0.929993,0.859993,4,0.929993,0.0,hold,0.679993
2025-02-09,15665,2025-03-19,CTF,False,38,-1.875,0.92,0.85,4,0.92,0.0,hold,0.67
2025-02-10,15665,2025-03-19,CTF,False,37,-1.7,0.920002,0.860002,4,0.920002,0.0,hold,0.670002
2025-02-11,15665,2025-03-19,CTF,False,36,-2.05,0.920018,0.850019,4,0.920018,0.0,hold,0.670018
2025-02-12,15665,2025-03-19,CTF,False,35,-1.175,0.939981,0.899981,4,0.939981,0.0,hold,0.689981
2025-02-13,15665,2025-03-19,CTF,False,34,-0.55,0.975,0.959,4,0.975,0.0,hold,0.725
2025-02-14,15665,2025-03-19,CTF,False,33,-0.6,0.97,0.95,4,0.97,0.0,hold,0.72
2025-02-15,15665,2025-03-19,CTF,False,32,-0.5,0.97,0.954,4,0.97,0.0,hold,0.72
2025-02-16,15665,2025-03-19,CTF,False,31,-0.6,0.970442,0.949442,4,0.970442,0.0,hold,0.720442
2025-02-17,15665,2025-03-19,CTF,False,30,-0.8,0.963,0.934,4,0.963,0.0,hold,0.713
2025-02-18,15665,2025-03-19,CTF,False,29,-0.7,0.973,0.951,4,0.973,0.0,hold,0.723
2025-02-19,15665,2025-03-19,CTF,False,28,-0.65,0.963999,0.941999,4,0.963999,0.0,hold,0.713999
2025-02-20,15665,2025-03-19,CTF,False,27,-0.75,0.969,0.945,4,0.969,0.0,hold,0.719
2025-02-21,15665,2025-03-19,CTF,False,26,-0.572,0.968,0.948119,4,0.968,0.0,hold,0.718
2025-02-22,15665,2025-03-19,CTF,False,25,-1.0777,0.956,0.918893,4,0.956,0.0,hold,0.706
2025-02-23,15665,2025-03-19,CTF,False,24,-1.0,0.96,0.928,4,0.96,0.0,hold,0.71
2025-02-24,15665,2025-03-19,CTF,False,23,-0.8876,0.959,0.931498,4,0.959,0.0,hold,0.709
2025-02-25,15665,2025-03-19,CTF,False,22,-0.775,0.963,0.937,4,0.963,0.0,hold,0.713
2025-02-26,15665,2025-03-19,CTF,False,21,-1.0,0.95103,0.91903,4,0.95103,0.0,hold,0.70103
2025-02-27,15665,2025-03-19,CTF,False,20,-1.0475,0.958,0.9261,4,0.958,0.0,hold,0.708
2025-02-28,15665,2025-03-19,CTF,False,19,-0.8259,0.951657,0.921621,4,0.951657,0.0,hold,0.701657
2025-03-01,15665,2025-03-19,CTF,False,18,-1.175,0.95,0.911,4,0.95,0.0,hold,0.7
2025-03-02,15665,2025-03-19,CTF,False,17,-1.275,0.952,0.917,4,0.952,0.0,hold,0.702
2025-03-03,15665,2025-03-19,CTF,False,16,-1.675,0.938,0.893,4,0.938,0.0,hold,0.688
2025-03-04,15665,2025-03-19,CTF,False,15,-2.0602,0.925,0.86159,4,0.925,0.0,hold,0.675
2025-03-05,15665,2025-03-19,CTF,False,14,-1.775,0.94,0.892,4,0.94,0.0,hold,0.69
2025-03-06,15665,2025-03-19,CTF,False,13,-1.85,0.937,0.887,4,0.937,0.0,hold,0.687
2025-03-07,15665,2025-03-19,CTF,False,12,-2.4886,0.911,0.838455,4,0.911,0.0,hold,0.661
2025-03-08,15665,2025-03-19,CTF,False,11,-0.7952,0.967,0.94219,4,0.967,0.0,hold,0.717
2025-03-09,15665,2025-03-19,CTF,False,10,-0.675,0.972,0.95,4,0.972,0.0,hold,0.722
2025-03-10,15665,2025-03-19,CTF,False,9,-0.725,0.972,0.949,4,0.972,0.0,hold,0.722
2025-03-11,15665,2025-03-19,CTF,False,8,-0.8336,0.965,0.937656,4,0.965,0.0,hold,0.715
2025-03-12,15665,2025-03-19,CTF,False,7,-1.025,0.966,0.937,4,0.966,0.0,hold,0.716
2025-03-13,15665,2025-03-19,CTF,False,6,-0.725,0.976,0.958,4,0.976,0.0,hold,0.726
2025-03-14,15665,2025-03-19,CTF,False,5,-0.425,0.982,0.968,4,0.982,0.0,hold,0.732
2025-03-15,15665,2025-03-19,CTF,False,4,-0.3999,0.987,0.972003,4,0.987,0.0,hold,0.737
2025-03-16,15665,2025-03-19,CTF,False,3,-0.375,0.985,0.971,4,0.985,0.0,hold,0.735
2025-03-17,15665,2025-03-19,CTF,False,2,-0.225,0.991,0.983,4,0.991,0.0,hold,0.741
2025-03-18,15665,2025-03-19,CTF,False,1,-0.225,0.992,0.984,4,0.992,0.0,hold,0.742
2025-03-19,15665,2025-03-19,CTF,False,0,-0.25,0.991,0.984,4,0.991,0.0,hold,0.741
2025-03-20,17140,2025-05-07,CTF,False,48,-4.65,0.82,0.65,4,0.82,0.0,hold,0.57
2025-03-21,17140,2025-05-07,CTF,False,47,-4.475,0.83,0.67,4,0.83,0.0,hold,0.58
2025-03-22,17140,2025-05-07,CTF,False,46,-4.75,0.83,0.66,4,0.83,0.0,hold,0.58
2025-03-23,17140,2025-05-07,CTF,False,45,-4.3,0.83,0.68,4,0.83,0.0,hold,0.58
2025-03-24,17140,2025-05-07,CTF,False,44,-3.975,0.85,0.71,4,0.85,0.0,hold,0.6
2025-03-25,17140,2025-05-07,CTF,False,43,-3.45,0.88,0.76,4,0.88,0.0,hold,0.63
2025-03-26,17140,2025-05-07,CTF,False,42,-3.35,0.89,0.78,4,0.89,0.0,hold,0.64
2025-03-27,17140,2025-05-07,CTF,False,41,-4.2492,0.85,0.72,4,0.85,0.0,hold,0.6
2025-03-28,17140,2025-05-07,CTF,False,40,-4.2,0.85,0.71,4,0.85,0.0,hold,0.6
2025-03-29,17140,2025-05-07,CTF,False,39,-4.775,0.84,0.68,4,0.84,0.0,hold,0.59
2025-03-30,17140,2025-05-07,CTF,False,38,-4.775,0.83,0.67,4,0.83,0.0,hold,0.58
2025-03-31,17140,2025-05-07,CTF,False,37,-4.45,0.83,0.68,4,0.83,0.0,hold,0.58
2025-04-01,17140,2025-05-07,CTF,False,36,-4.275,0.84,0.7,4,0.84,0.0,hold,0.59
2025-04-02,17140,2025-05-07,CTF,False,35,-4.2822,0.85,0.71,4,0.85,0.0,hold,0.6
2025-04-03,17140,2025-05-07,CTF,False,34,-6.4,0.77,0.56,4,0.77,0.0,hold,0.52
2025-04-04,17140,2025-05-07,CTF,False,33,-6.475,0.75,0.53,4,0.75,0.0,hold,0.5
2025-04-05,17140,2025-05-07,CTF,False,32,-7.7562,0.7,0.46,4,0.7,0.0,hold,0.45
2025-04-06,17140,2025-05-07,CTF,False,31,-6.975,0.75,0.55,4,0.75,0.0,hold,0.5
2025-04-07,17140,2025-05-07,CTF,False,30,-10.775,0.6,0.25,4,0.6,0.0,hold,0.35
2025-04-08,17140,2025-05-07,CTF,False,29,-7.7154,0.72,0.49,4,0.72,0.0,hold,0.47
2025-04-09,17140,2025-05-07,CTF,False,28,-9.3848,0.67,0.39,4,0.67,0.0,hold,0.42
2025-04-10,17140,2025-05-07,CTF,False,27,-4.25,0.85,0.73,4,0.85,0.0,hold,0.6
2025-04-11,17140,2025-05-07,CTF,False,26,-6.2683,0.73,0.57,4,0.73,0.0,hold,0.48
2025-04-12,17140,2025-05-07,CTF,False,25,-7.0,0.76,0.56,4,0.76,0.0,hold,0.51
2025-04-13,17140,2025-05-07,CTF,False,24,-5.225,0.8,0.65,4,0.8,0.0,hold,0.55
2025-04-14,17140,2025-05-07,CTF,False,23,-5.8,0.78,0.61,4,0.78,0.0,hold,0.53
2025-04-15,17140,2025-05-07,CTF,False,22,-5.2,0.81,0.66,4,0.81,0.0,hold,0.56
2025-04-16,17140,2025-05-07,CTF,False,21,-4.625,0.83,0.69,4,0.83,0.0,hold,0.58
2025-04-17,17140,2025-05-07,CTF,False,20,-3.05,0.87,0.78,4,0.87,0.0,hold,0.62
2025-04-18,17140,2025-05-07,CTF,False,19,-3.125,0.9,0.8,4,0.9,0.0,hold,0.65
2025-04-19,17140,2025-05-07,CTF,False,18,-3.075,0.9,0.81,4,0.9,0.0,hold,0.65
2025-04-20,17140,2025-05-07,CTF,False,17,-2.3,0.9,0.83,4,0.9,0.0,hold,0.65
2025-04-21,17140,2025-05-07,CTF,False,16,-2.525,0.91,0.83,4,0.91,0.0,hold,0.66
2025-04-22,17140,2025-05-07,CTF,False,15,-2.475,0.9,0.82,4,0.9,0.0,hold,0.65
2025-04-23,17140,2025-05-07,CTF,False,14,-2.525,0.91,0.83,4,0.91,0.0,hold,0.66
2025-04-24,17140,2025-05-07,CTF,False,13,-2.475,0.9,0.82,4,0.9,0.0,hold,0.65
2025-04-25,17140,2025-05-07,CTF,False,12,-2.1,0.92,0.85,4,0.92,0.0,hold,0.67
2025-04-26,17140,2025-05-07,CTF,False,11,-2.625,0.91,0.82,4,0.91,0.0,hold,0.66
2025-04-27,17140,2025-05-07,CTF,False,10,-3.05,0.89,0.79,4,0.89,0.0,hold,0.64
2025-04-28,17140,2025-05-07,CTF,False,9,-2.9247,0.9,0.8,4,0.9,0.0,hold,0.65
2025-04-29,17140,2025-05-07,CTF,False,8,-2.575,0.89,0.8,4,0.89,0.0,hold,0.64
2025-04-30,17140,2025-05-07,CTF,False,7,-2.55,0.89,0.8,4,0.89,0.0,hold,0.64
2025-05-01,17140,2025-05-07,CTF,False,6,-1.75,0.93,0.87,4,0.93,0.0,hold,0.68
2025-05-02,17140,2025-05-07,CTF,False,5,-1.3,0.96,0.915,4,0.96,0.0,hold,0.71
2025-05-03,17140,2025-05-07,CTF,False,4,-0.325,0.99,0.98,4,0.99,0.0,hold,0.74
2025-05-04,17140,2025-05-07,CTF,False,3,-0.55,0.980323,0.961323,4,0.980323,0.0,hold,0.730323
2025-05-05,17140,2025-05-07,CTF,False,2,-0.55,0.979,0.958,4,0.979,0.0,hold,0.729
2025-05-06,17140,2025-05-07,CTF,False,1,-0.5377,0.979,0.958492,4,0.979,0.0,hold,0.729
2025-05-07,17140,2025-05-07,CTF,False,0,-0.625,0.979,0.959,4,0.979,0.0,hold,0.729
2025-05-08,17792,2025-06-18,CTF,False,41,-4.575,0.83,0.68,4,0.83,0.0,hold,0.58
2025-05-09,17792,2025-06-18,CTF,False,40,-4.525,0.84,0.69,4,0.84,0.0,hold,0.59
2025-05-10,17792,2025-06-18,CTF,False,39,-3.725,0.85,0.72,4,0.85,0.0,hold,0.6
2025-05-11,17792,2025-06-18,CTF,False,38,-3.75,0.85,0.72,4,0.85,0.0,hold,0.6
2025-05-12,17792,2025-06-18,CTF,False,37,-3.5,0.86,0.74,4,0.86,0.0,hold,0.61
2025-05-13,17792,2025-06-18,CTF,False,36,-2.55,0.9,0.81,4,0.9,0.0,hold,0.65
2025-05-14,17792,2025-06-18,CTF,False,35,-3.15,0.88,0.77,4,0.88,0.0,hold,0.63
2025-05-15,17792,2025-06-18,CTF,False,34,-3.125,0.88,0.77,4,0.88,0.0,hold,0.63
2025-05-16,17792,2025-06-18,CTF,False,33,-2.925,0.87,0.77,4,0.87,0.0,hold,0.62
2025-05-17,17792,2025-06-18,CTF,False,32,-3.225,0.88,0.77,4,0.88,0.0,hold,0.63
2025-05-18,17792,2025-06-18,CTF,False,31,-3.525,0.88,0.76,4,0.88,0.0,hold,0.63
2025-05-19,17792,2025-06-18,CTF,False,30,-3.025,0.9,0.8,4,0.9,0.0,hold,0.65
2025-05-20,17792,2025-06-18,CTF,False,29,-3.375,0.88,0.77,4,0.88,0.0,hold,0.63
2025-05-21,17792,2025-06-18,CTF,False,28,-2.8,0.9,0.81,4,0.9,0.0,hold,0.65
2025-05-22,17792,2025-06-18,CTF,False,27,-2.1,0.91,0.84,4,0.91,0.0,hold,0.66
2025-05-23,17792,2025-06-18,CTF,False,26,-1.925,0.91,0.85,4,0.91,0.0,hold,0.66
2025-05-24,17792,2025-06-18,CTF,False,25,-1.875,0.92,0.86,4,0.92,0.0,hold,0.67
2025-05-25,17792,2025-06-18,CTF,False,24,-2.15,0.91,0.84,4,0.91,0.0,hold,0.66
2025-05-26,17792,2025-06-18,CTF,False,23,-2.1,0.92,0.85,4,0.92,0.0,hold,0.67
2025-05-27,17792,2025-06-18,CTF,False,22,-1.875,0.93,0.87,4,0.93,0.0,hold,0.68
2025-05-28,17792,2025-06-18,CTF,False,21,-1.55,0.93,0.88,4,0.93,0.0,hold,0.68
2025-05-29,17792,2025-06-18,CTF,False,20,-1.5,0.96,0.91,4,0.96,0.0,hold,0.71
2025-05-30,17792,2025-06-18,CTF,False,19,-1.25,0.95,0.907,4,0.95,0.0,hold,0.7
2025-05-31,17792,2025-06-18,CTF,False,18,-1.225,0.95,0.908,4,0.95,0.0,hold,0.7
2025-06-01,17792,2025-06-18,CTF,False,17,-1.15,0.96,0.92,4,0.96,0.0,hold,0.71
2025-06-02,17792,2025-06-18,CTF,False,16,-0.95,0.963,0.931,4,0.963,0.0,hold,0.713
2025-06-03,17792,2025-06-18,CTF,False,15,-1.1,0.956,0.917,4,0.956,0.0,hold,0.706
2025-06-04,17792,2025-06-18,CTF,False,14,-0.725,0.971,0.947,4,0.971,0.0,hold,0.721
2025-06-05,17792,2025-06-18,CTF,False,13,-0.9,0.965,0.935,4,0.965,0.0,hold,0.715
2025-06-06,17792,2025-06-18,CTF,False,12,-0.95,0.967927,0.938927,4,0.967927,0.0,hold,0.717927
2025-06-07,17792,2025-06-18,CTF,False,11,-0.575,0.979,0.962,4,0.979,0.0,hold,0.729
2025-06-08,17792,2025-06-18,CTF,False,10,-0.575,0.981,0.965,4,0.981,0.0,hold,0.731
2025-06-09,17792,2025-06-18,CTF,False,9,-0.65,0.976,0.955,4,0.976,0.0,hold,0.726
2025-06-10,17792,2025-06-18,CTF,False,8,-0.8,0.97,0.943,4,0.97,0.0,hold,0.72
2025-06-11,17792,2025-06-18,CTF,False,7,-0.675,0.975,0.953,4,0.975,0.0,hold,0.725
2025-06-12,17792,2025-06-18,CTF,False,6,-0.625,0.975,0.954,4,0.975,0.0,hold,0.725
2025-06-13,17792,2025-06-18,CTF,False,5,-0.775,0.972695,0.948695,4,0.972695,0.0,hold,0.722695
2025-06-14,17792,2025-06-18,CTF,False,4,-0.9,0.971,0.946,4,0.971,0.0,hold,0.721
2025-06-15,17792,2025-06-18,CTF,False,3,-0.825,0.974,0.95,4,0.974,0.0,hold,0.724
2025-06-16,17792,2025-06-18,CTF,False,2,-0.775,0.975,0.953,4,0.975,0.0,hold,0.725
2025-06-17,17792,2025-06-18,CTF,False,1,-0.75,0.979,0.958,4,0.979,0.0,hold,0.729
2025-06-18,17792,2025-06-18,CTF,False,0,-0.475,0.984,0.968,4,0.984,0.0,hold,0.734
2025-06-19,21255,2025-07-30,CTF,False,41,-1.7,0.93,0.87,4,0.93,0.0,hold,0.68
2025-06-20,21255,2025-07-30,CTF,False,40,-2.1588,0.92,0.85,4,0.92,0.0,hold,0.67
2025-06-21,21255,2025-07-30,CTF,False,39,-3.35,0.86,0.74,4,0.86,0.0,hold,0.61
2025-06-22,21255,2025-07-30,CTF,False,38,-3.05,0.87,0.76,4,0.87,0.0,hold,0.62
2025-06-23,21255,2025-07-30,CTF,False,37,-3.625,0.86,0.74,4,0.86,0.0,hold,0.61
2025-06-24,21255,2025-07-30,CTF,False,36,-5.75,0.77,0.56,4,0.77,0.0,hold,0.52
2025-06-25,21255,2025-07-30,CTF,False,35,-5.125,0.8,0.63,4,0.8,0.0,hold,0.55
2025-06-26,21255,2025-07-30,CTF,False,34,-6.425,0.75,0.52,4,0.75,0.0,hold,0.5
2025-06-27,21255,2025-07-30,CTF,False,33,-6.175,0.78,0.56,4,0.78,0.0,hold,0.53
2025-06-28,21255,2025-07-30,CTF,False,32,-4.425,0.82,0.67,4,0.82,0.0,hold,0.57
2025-06-29,21255,2025-07-30,CTF,False,31,-4.275,0.83,0.69,4,0.83,0.0,hold,0.58
2025-06-30,21255,2025-07-30,CTF,False,30,-4.95,0.82,0.65,4,0.82,0.0,hold,0.57
2025-07-01,21255,2025-07-30,CTF,False,29,-4.65,0.81,0.65,4,0.81,0.0,hold,0.56
2025-07-02,21255,2025-07-30,CTF,False,28,-4.7,0.82,0.65,4,0.82,0.0,hold,0.57
2025-07-03,21255,2025-07-30,CTF,False,27,-5.475,0.78,0.59,4,0.78,0.0,hold,0.53
2025-07-04,21255,2025-07-30,CTF,False,26,-1.825,0.94,0.88,4,0.94,0.0,hold,0.69
2025-07-05,21255,2025-07-30,CTF,False,25,-1.875,0.93,0.87,4,0.93,0.0,hold,0.68
2025-07-06,21255,2025-07-30,CTF,False,24,-1.875,0.94,0.88,4,0.94,0.0,hold,0.69
2025-07-07,21255,2025-07-30,CTF,False,23,-1.575,0.94,0.89,4,0.94,0.0,hold,0.69
2025-07-08,21255,2025-07-30,CTF,False,22,-1.325,0.93,0.89,4,0.93,0.0,hold,0.68
2025-07-09,21255,2025-07-30,CTF,False,21,-1.35,0.93,0.89,4,0.93,0.0,hold,0.68
2025-07-10,21255,2025-07-30,CTF,False,20,-1.625,0.94,0.897,4,0.94,0.0,hold,0.69
2025-07-11,21255,2025-07-30,CTF,False,19,-1.6,0.94,0.892,4,0.94,0.0,hold,0.69
2025-07-12,21255,2025-07-30,CTF,False,18,-2.0269,0.93,0.877,4,0.93,0.0,hold,0.68
2025-07-13,21255,2025-07-30,CTF,False,17,-2.0,0.93,0.886,4,0.93,0.0,hold,0.68
2025-07-14,21255,2025-07-30,CTF,False,16,-2.075,0.93,0.882,4,0.93,0.0,hold,0.68
2025-07-15,21255,2025-07-30,CTF,False,15,-2.025,0.94,0.888,4,0.94,0.0,hold,0.69
2025-07-16,21255,2025-07-30,CTF,False,14,-1.15,0.96,0.931,4,0.96,0.0,hold,0.71
2025-07-17,21255,2025-07-30,CTF,False,13,-1.2,0.96,0.932,4,0.96,0.0,hold,0.71
2025-07-18,21255,2025-07-30,CTF,False,12,-1.325,0.95,0.911,4,0.95,0.0,hold,0.7
2025-07-19,21255,2025-07-30,CTF,False,11,-1.2,0.956,0.92,4,0.956,0.0,hold,0.706
2025-07-20,21255,2025-07-30,CTF,False,10,-1.225,0.956,0.921,4,0.956,0.0,hold,0.706
2025-07-21,21255,2025-07-30,CTF,False,9,-1.225,0.958,0.924,4,0.958,0.0,hold,0.708
2025-07-22,21255,2025-07-30,CTF,False,8,-1.325,0.953,0.913,4,0.953,0.0,hold,0.703
2025-07-23,21255,2025-07-30,CTF,False,7,-1.3,0.955,0.916,4,0.955,0.0,hold,0.705
2025-07-24,21255,2025-07-30,CTF,False,6,-1.05,0.963,0.932,4,0.963,0.0,hold,0.713
2025-07-25,21255,2025-07-30,CTF,False,5,-1.175,0.963,0.935,4,0.963,0.0,hold,0.713
2025-07-26,21255,2025-07-30,CTF,False,4,-1.2,0.959,0.924,4,0.959,0.0,hold,0.709
2025-07-27,21255,2025-07-30,CTF,False,3,-1.4,0.952,0.915,4,0.952,0.0,hold,0.702
2025-07-28,21255,2025-07-30,CTF,False,2,-1.45,0.952,0.909,4,0.952,0.0,hold,0.702
2025-07-29,21255,2025-07-30,CTF,False,1,-0.975,0.964,0.932,4,0.964,0.0,hold,0.714
2025-07-30,21255,2025-07-30,CTF,False,0,-0.5914,0.98,0.961343,4,0.98,0.0,hold,0.73
2025-07-31,24087,2025-09-17,CTF,False,48,-11.3,0.55,0.12,4,0.55,0.0,hold,0.3
2025-08-01,24087,2025-09-17,CTF,False,47,-9.35,0.63,0.29,4,0.63,0.0,hold,0.38
2025-08-02,24087,2025-09-17,CTF,False,46,-22.0239,0.2,0.52,4,0.72,-25.0,cut,0.47
2025-08-03,24087,2025-09-17,CTF,False,45,-21.5,0.21,0.51,4,0.72,-25.0,cut,0.47
2025-08-04,24087,2025-09-17,CTF,False,44,-21.275,0.21,0.49,4,0.7,-25.0,cut,0.45
2025-08-05,24087,2025-09-17,CTF,False,43,-22.45,0.17,0.57,4,0.74,-25.0,cut,0.49
2025-08-06,24087,2025-09-17,CTF,False,42,-22.05,0.18,0.57,4,0.75,-25.0,cut,0.5
2025-08-07,24087,2025-09-17,CTF,False,41,-22.7134,0.15,0.63,4,0.78,-25.0,cut,0.53
2025-08-08,24087,2025-09-17,CTF,False,40,-22.275,0.18,0.58,4,0.76,-25.0,cut,0.51
2025-08-09,24087,2025-09-17,CTF,False,39,-22.2,0.17,0.59,4,0.76,-25.0,cut,0.51
2025-08-10,24087,2025-09-17,CTF,False,38,-22.175,0.18,0.58,4,0.76,-25.0,cut,0.51
2025-08-11,24087,2025-09-17,CTF,False,37,-21.9099,0.18,0.57,4,0.75,-25.0,cut,0.5
2025-08-12,24087,2025-09-17,CTF,False,36,-21.55,0.22,0.52,4,0.74,-25.0,cut,0.49
2025-08-13,24087,2025-09-17,CTF,False,35,-23.0,0.12,0.69,4,0.81,-25.0,cut,0.56
2025-08-14,24087,2025-09-17,CTF,False,34,-24.0,0.12,0.67,4,0.79,-25.0,cut,0.54
2025-08-15,24087,2025-09-17,CTF,False,33,-19.5,0.24,0.47,4,0.71,-25.0,cut,0.46
2025-08-16,24087,2025-09-17,CTF,False,32,-18.5,0.3,0.37,4,0.67,-25.0,cut,0.42
2025-08-17,24087,2025-09-17,CTF,False,31,-19.225,0.264237,0.435763,4,0.7,-25.0,cut,0.45
2025-08-18,24087,2025-09-17,CTF,False,30,-19.625,0.24,0.48,4,0.72,-25.0,cut,0.47
2025-08-19,24087,2025-09-17,CTF,False,29,-19.125,0.279604,0.430396,4,0.71,-25.0,cut,0.46
2025-08-20,24087,2025-09-17,CTF,False,28,-18.45,0.29,0.4,4,0.69,-25.0,cut,0.44
2025-08-21,24087,2025-09-17,CTF,False,27,-18.05,0.29,0.39,4,0.68,-25.0,cut,0.43
2025-08-22,24087,2025-09-17,CTF,False,26,-15.85,0.37,0.23,4,0.6,-25.0,cut,0.35
2025-08-23,24087,2025-09-17,CTF,False,25,-20.9789,0.18,0.6,4,0.78,-25.0,cut,0.53
2025-08-24,24087,2025-09-17,CTF,False,24,-21.075,0.19,0.58,4,0.77,-25.0,cut,0.52
2025-08-25,24087,2025-09-17,CTF,False,23,-22.275,0.15,0.66,4,0.81,-25.0,cut,0.56
2025-08-26,24087,2025-09-17,CTF,False,22,-20.8,0.21,0.55,4,0.76,-25.0,cut,0.51
2025-08-27,24087,2025-09-17,CTF,False,21,-21.7,0.18,0.6,4,0.78,-25.0,cut,0.53
2025-08-28,24087,2025-09-17,CTF,False,20,-21.725,0.16,0.62,4,0.78,-25.0,cut,0.53
2025-08-29,24087,2025-09-17,CTF,False,19,-21.425,0.17,0.61,4,0.78,-25.0,cut,0.53
2025-08-30,24087,2025-09-17,CTF,False,18,-22.325,0.14,0.67,4,0.81,-25.0,cut,0.56
2025-08-31,24087,2025-09-17,CTF,False,17,-22.675,0.14,0.66,4,0.8,-25.0,cut,0.55
2025-09-01,24087,2025-09-17,CTF,False,16,-22.425,0.15,0.67,4,0.82,-25.0,cut,0.57
2025-09-02,24087,2025-09-17,CTF,False,15,-22.725,0.14,0.68,4,0.82,-25.0,cut,0.57
2025-09-03,24087,2025-09-17,CTF,False,14,-22.975,0.13,0.7,4,0.83,-25.0,cut,0.58
2025-09-04,24087,2025-09-17,CTF,False,13,-24.2,0.08,0.78,4,0.86,-25.0,cut,0.61
2025-09-05,24087,2025-09-17,CTF,False,12,-24.425,0.06,0.81,4,0.87,-25.0,cut,0.62
2025-09-06,24087,2025-09-17,CTF,False,11,-27.125,0.02,0.776,4,0.88,-25.0,cut,0.63
2025-09-07,24087,2025-09-17,CTF,False,10,-26.675,0.028,0.755,4,0.86,-25.0,cut,0.61
2025-09-08,24087,2025-09-17,CTF,False,9,-26.406,0.038839,0.77588,4,0.87,-25.0,cut,0.62
2025-09-09,24087,2025-09-17,CTF,False,8,-28.8,0.032,0.623,4,0.8,-25.0,cut,0.55
2025-09-10,24087,2025-09-17,CTF,False,7,-27.6,0.038,0.677,4,0.82,-25.0,cut,0.57
2025-09-11,24087,2025-09-17,CTF,False,6,-27.9699,0.028,0.670102,4,0.82,-25.0,cut,0.57
2025-09-12,24087,2025-09-17,CTF,False,5,-27.3,0.023,0.758,4,0.87,-25.0,cut,0.62
2025-09-13,24087,2025-09-17,CTF,False,4,-26.3585,0.023,0.83683,4,0.91,-25.0,cut,0.66
2025-09-14,24087,2025-09-17,CTF,False,3,-26.075,0.021,0.828,4,0.9,-25.0,cut,0.65
2025-09-15,24087,2025-09-17,CTF,False,2,-26.15,0.027,0.841,4,0.91,-25.0,cut,0.66
2025-09-16,24087,2025-09-17,CTF,False,1,-26.225,0.023,0.84,4,0.91,-25.0,cut,0.66
2025-09-17,24087,2025-09-17,CTF,False,0,-25.975,0.016,0.905,4,0.95,-25.0,cut,0.7
2025-09-18,27824,2025-10-29,CTF,False,41,-22.975,0.14,0.64,4,0.78,-25.0,cut,0.53
2025-09-19,27824,2025-10-29,CTF,False,40,-23.05,0.12,0.72,4,0.84,-25.0,cut,0.59
