time,open,high,low,close,Volume
1346634000,0.913123,0.917492,0.913123,0.917492,1469440
1346720400,0.917492,0.92623,0.917492,0.92623,2088573
1346806800,0.92623,0.943706,0.921861,0.939337,4955356
1346893200,0.939337,0.943706,0.934968,0.939337,1112380
1346979600,0.943706,0.948075,0.943706,0.943706,2729451
1347238800,0.943706,0.96992,0.943706,0.961182,4657805
1347325200,0.965551,0.96992,0.948075,0.96992,3453871
1347411600,0.965551,0.96992,0.956813,0.965551,1841378
1347498000,0.965551,0.96992,0.961182,0.965551,1181045
1347584400,0.96992,0.978658,0.965551,0.96992,3129999
1347843600,0.974289,0.978658,0.96992,0.974289,2030208
1347930000,0.974289,0.974289,0.96992,0.96992,1052870
1348016400,0.96992,0.974289,0.96992,0.96992,838862
1348102800,0.96992,0.974289,0.965551,0.96992,1688025
1348189200,0.978658,0.987396,0.978658,0.987396,6286321
1348448400,0.987396,0.987396,0.983027,0.987396,2083996
1348534800,0.987396,1.000503,0.987396,0.996134,4472409
1348621200,0.996134,0.996134,0.991765,0.991765,690087
1348707600,0.991765,1.000503,0.991765,0.996134,2569231
1348794000,1.000503,1.000503,0.996134,1.000503,1589604
1349053200,1.000503,1.000503,0.996134,1.000503,698098
1349139600,1.000503,1.000503,0.996134,1.000503,716409
1349226000,0.996134,1.000503,0.991765,0.991765,1111235
1349312400,0.991765,0.996134,0.991765,0.996134,1575871
1349398800,0.996134,1.000503,0.991765,1.000503,2072551
1349658000,1.000503,1.000503,0.987396,0.991765,2790105
1349744400,0.991765,0.996134,0.987396,0.991765,1683447
1349830800,0.987396,0.991765,0.987396,0.991765,1610204
1349917200,0.987396,0.991765,0.987396,0.991765,980771
1350003600,0.991765,0.991765,0.987396,0.991765,1234833
1350262800,0.991765,0.996134,0.987396,0.987396,1557561
1350349200,0.991765,0.991765,0.987396,0.987396,2830160
1350435600,0.991765,1.000503,0.987396,0.987396,5993348
1350522000,0.991765,0.991765,0.987396,0.987396,4373988
1350608400,0.991765,1.004872,0.987396,0.991765,10091531
1350867600,0.996134,1.004872,0.996134,1.004872,2127484
1350954000,1.004872,1.004872,0.996134,1.000503,2786672
1351040400,0.978658,0.987396,0.974289,0.983027,1567860
1351126800,0.987396,0.987396,0.978658,0.987396,1610204
1351472400,0.987396,0.987396,0.974289,0.978658,3251308
1351558800,0.974289,0.974289,0.956813,0.961182,4139381
1351645200,0.96992,0.978658,0.961182,0.96992,2580676
1351731600,0.965551,0.96992,0.965551,0.96992,684365
1351818000,0.96992,0.983027,0.96992,0.978658,2165250
1352077200,0.978658,0.987396,0.978658,0.983027,1193634
1352163600,0.983027,0.983027,0.974289,0.983027,751886
1352250000,0.983027,0.983027,0.978658,0.983027,492102
1352336400,0.974289,0.983027,0.974289,0.983027,984204
1352422800,0.978658,0.983027,0.974289,0.978658,874339
1352682000,0.978658,0.983027,0.978658,0.983027,907528
1352854800,0.978658,0.978658,0.96992,0.974289,986493
1352941200,0.96992,0.96992,0.956813,0.956813,1597615
1353027600,0.956813,0.956813,0.943706,0.952444,2549776
1353286800,0.952444,0.956813,0.948075,0.956813,622566
1353373200,0.956813,0.974289,0.956813,0.974289,2233915
1353459600,0.96992,0.96992,0.961182,0.96992,1400775
1353546000,0.96992,0.96992,0.961182,0.965551,421148
1353632400,0.961182,0.965551,0.961182,0.961182,305561
1353891600,0.961182,0.96992,0.961182,0.965551,1074614
1353978000,0.965551,0.991765,0.965551,0.978658,1514072
1354064400,0.983027,0.983027,0.96992,0.96992,408559
1354150800,0.96992,0.96992,0.965551,0.96992,1785301
1354237200,0.965551,0.987396,0.965551,0.96992,1697180
1354496400,0.96992,0.978658,0.96992,0.96992,926983
1354582800,0.965551,0.96992,0.965551,0.96992,381093
1354669200,0.96992,0.974289,0.965551,0.96992,1081480
1354755600,0.96992,0.96992,0.965551,0.965551,1654837
1354842000,0.965551,0.96992,0.961182,0.961182,2239637
1355101200,0.965551,0.96992,0.965551,0.965551,1166168
1355187600,0.965551,0.96992,0.965551,0.965551,621422
1355274000,0.96992,0.96992,0.965551,0.96992,1159301
1355360400,0.96992,0.978658,0.96992,0.978658,1243988
1355446800,0.96992,0.983027,0.96992,0.974289,964749
1355706000,0.96992,0.978658,0.96992,0.978658,645455
1355792400,0.978658,0.983027,0.974289,0.983027,1221100
1355878800,0.978658,0.991765,0.978658,0.991765,1533528
1355965200,0.987396,0.987396,0.978658,0.978658,1318376
1356051600,0.978658,0.983027,0.974289,0.978658,880062
1356310800,0.983027,0.983027,0.978658,0.978658,304416
1356483600,0.987396,0.987396,0.978658,0.987396,621422
1356570000,0.983027,0.991765,0.983027,0.987396,559623
1356656400,0.987396,0.996134,0.987396,0.991765,1120391
1356915600,0.991765,0.996134,0.987396,0.996134,876628
1357088400,1.000503,1.004872,1.000503,1.000503,2030208
1357174800,1.004872,1.009241,1.000503,1.000503,1222244
1357261200,1.017979,1.017979,0.996134,1.000503,4499875
1357520400,1.004872,1.01361,1.004872,1.009241,1750968
1357606800,1.017979,1.017979,1.000503,1.009241,2260237
1357693200,1.01361,1.01361,1.000503,1.009241,2994957
1357779600,1.009241,1.01361,1.004872,1.009241,2562365
1357866000,1.009241,1.01361,1.004872,1.009241,1931787
1358125200,1.004872,1.009241,1.000503,1.009241,1067747
1358211600,1.004872,1.009241,1.004872,1.009241,806818
1358298000,1.009241,1.01361,1.000503,1.004872,2057674
1358384400,1.009241,1.009241,1.000503,1.009241,2360946
1358470800,1.009241,1.035455,1.009241,1.035455,7302569
1358730000,1.035455,1.039824,1.031086,1.035455,4652083
1358816400,1.031086,1.035455,1.026717,1.031086,4656661
1358902800,1.01361,1.01361,1.004872,1.009241,3390928
