time,open,high,low,close,Volume
1346115600,2.28045058,2.29994169,2.26095948,2.26095948,4343535.85325186
1346202000,2.27070453,2.35841501,2.27070453,2.33892391,6152572.04267164
1346288400,2.3194328,2.32917785,2.28045058,2.29994169,4478981.81647687
1346374800,2.3194328,2.32917785,2.29019564,2.29994169,13082939.75155734
1346634000,2.29994169,2.33892391,2.29019564,2.3194328,3022927.44293286
1346720400,2.32917785,2.32917785,2.29019564,2.29019564,3102964.55915619
1346806800,2.29994169,2.32917785,2.29019564,2.29019564,7481389.54211737
1346893200,2.29994169,2.30968675,2.25121342,2.25121342,8089872.99555312
1346979600,2.29019564,2.30968675,2.28045058,2.28045058,5517408.54865328
1347238800,2.26095948,2.29019564,2.25121342,2.28045058,6430649.17625087
1347325200,2.26095948,2.28045058,2.24146837,2.25121342,5301924.46736346
1347411600,2.27070453,2.3194328,2.27070453,2.30968675,5928879.87409658
1347498000,2.29019564,2.30968675,2.28045058,2.29019564,4081876.89792608
1347584400,2.32917785,2.32917785,2.29994169,2.30968675,6549677.96306391
1347843600,2.30968675,2.33892391,2.29019564,2.3194328,4648291.02373072
1347930000,2.3194328,2.33892391,2.30968675,2.33892391,5902199.83351398
1348016400,2.32917785,2.33892391,2.29994169,2.33892391,8819440.01268732
1348102800,2.32917785,2.33892391,2.3194328,2.32917785,6891374.03461302
1348189200,2.33892391,2.34866896,2.30968675,2.34866896,13739652.85591446
1348448400,2.32917785,2.34866896,2.3194328,2.32917785,3926933.09572325
1348534800,2.33892391,2.34866896,2.32917785,2.32917785,2607351.5729262
1348621200,2.3194328,2.34866896,2.3194328,2.34866896,4530288.12259815
1348707600,2.34866896,2.38765118,2.33892391,2.35841501,7665063.15258076
1348794000,2.37790612,2.37790612,2.33892391,2.34866896,8421308.20661458
1349053200,2.33892391,2.33892391,2.30968675,2.32917785,5130563.48874867
1349139600,2.32917785,2.33892391,2.29994169,2.33892391,5329629.39178504
1349226000,2.3194328,2.32917785,2.30968675,2.32917785,4635977.39004063
1349312400,2.3194328,2.33892391,2.30968675,2.30968675,7199206.86213329
1349398800,2.30968675,2.33892391,2.29994169,2.33892391,3969003.42519585
1349658000,2.33892391,2.37790612,2.32917785,2.35841501,3415928.81876177
1349744400,2.37790612,2.42663339,2.36816007,2.39739623,6356768.37595184
1349830800,2.40714228,2.41688734,2.37790612,2.37790612,6609192.35647043
1349917200,2.37790612,2.37790612,2.35841501,2.36816007,5712369.90712629
1350003600,2.37790612,2.40714228,2.36816007,2.38765118,4968438.48678255
1350262800,2.38765118,2.43637845,2.37790612,2.43637845,5589235.5739084
1350349200,2.42663339,2.42663339,2.40714228,2.42663339,4046987.76821676
1350435600,2.43637845,2.4461245,2.41688734,2.41688734,2784869.86930677
1350522000,2.4461245,2.4461245,2.41688734,2.43637845,4841199.60900131
1350608400,2.43637845,2.43637845,2.38765118,2.40714228,10207771.90553957
1350867600,2.40714228,2.43637845,2.39739623,2.40714228,2839253.83246946
1350954000,2.38765118,2.39739623,2.34866896,2.36816007,4860696.44613764
1351040400,2.33892391,2.35841501,2.30968675,2.33892391,9657773.95430541
1351126800,2.34866896,2.40714228,2.33892391,2.40714228,10220084.53738817
1351472400,2.37790612,2.37790612,2.34866896,2.36816007,7507041.69333652
1351558800,2.37790612,2.37790612,2.30968675,2.3194328,7818980.06726163
1351645200,2.30968675,2.32917785,2.28045058,2.29994169,14055694.77256144
1351731600,2.28045058,2.30968675,2.27070453,2.28045058,7043237.17424999
1351818000,2.28045058,2.29994169,2.25121342,2.28045058,7134562.03848294
1352077200,2.27070453,2.30968675,2.27070453,2.29019564,5172634.82006276
1352163600,2.29019564,2.3194328,2.28045058,2.29019564,5694925.84319237
1352250000,2.29994169,2.32917785,2.28045058,2.3194328,6176172.42252985
1352336400,2.29994169,2.30968675,2.25121342,2.27070453,6962175.17418768
1352422800,2.25121342,2.27070453,2.24146837,2.24146837,3820217.94260029
