snapshot_ts,sora_term_spread_t2,expected_bps,p_no_change,margin_over_second,days_to_next_fomc,p_no_change_missing,margin_over_second_missing,expected_bps_minus_sora_90d,sora_curve_steepness,sora_lag_21d_diff,sora_lag_63d_diff,sora_lag_10d_diff,sora_lag_5d_diff,sora_realized_vol_21d,sora_realized_vol_63d,sora_below_63d_peak,sora_dist_from_63d_ma,sora_accel_21d
2025-02-03,0.005857802,-0.014314277,0.0,-0.002165658,0.0029100333,0.0,0.0,0.0021620907,0.0029750888,-0.17067167,0.0069844713,-0.045072116,0.018804876,0.01931916,-0.009691547,-0.0050195158,0.0028239,-0.009761273
2025-02-04,0.004656397,-0.016345581,0.0,0.00042526308,0.0014040497,0.0,0.0,0.00015298661,0.0029750888,-0.015229979,0.0042963047,-0.062127125,0.018339159,-0.02430636,-0.011317493,-0.004973352,0.0076551056,-0.008117153
2025-02-05,0.003405069,-0.014984094,0.0,0.00042526308,0.0014040497,0.0,0.0,0.00015298661,0.0023862761,0.034616344,0.0032899536,-0.024867745,0.017720677,-0.02754662,-0.012888644,-0.002231104,0.021109993,-0.0077360794
2025-02-06,0.003405069,-0.014984094,0.0,0.00042526308,0.0014040497,0.0,0.0,0.00015298661,0.0023862761,0.03420793,0.0023448307,0.008559472,0.017720677,-0.020616977,-0.012888644,-0.004535367,0.017246174,-0.007155458
2025-02-07,0.003405069,-0.017533092,0.0,-0.0001262154,0.0014040497,0.0,0.0,0.00015298661,0.0023862761,0.03420793,0.0023448307,0.008559472,0.017720677,-0.020306509,-0.012888644,-0.004535367,0.006000156,-0.0069144457
2025-02-10,0.003405069,0.0014660017,0.0,-0.003929464,0.0014040497,0.0,0.0,0.00015298661,0.0022538106,0.032313295,0.0013420654,0.08379545,0.018607501,-0.025519418,-0.013343314,-0.004209754,0.0057773343,-0.0069144457
2025-02-11,0.003405069,0.00024956983,0.0,-0.0001262154,0.0014040497,0.0,0.0,0.00015298661,0.0022538106,0.032313295,0.0013420654,0.08379545,0.018607501,-0.02629652,-0.013343314,-0.0021696042,0.01325792,-0.007230954
2025-02-12,0.003405069,0.0012026782,0.0,-0.003929464,0.0036953376,0.0,0.0,0.00015298661,0.0022538106,0.032313295,0.0013420654,0.08391146,0.00308212,-0.025897304,-0.013343314,-0.004209754,0.0058684386,-0.00033353548
2025-02-13,0.003405069,0.0014660017,0.0,-0.003929464,0.0014040497,0.0,0.0,0.00015298661,0.0022538106,0.032313295,0.0013420654,0.08379545,0.018607501,-0.025519418,-0.013343314,-0.004209754,0.0057773343,-0.0069144457
2025-02-14,0.003405069,0.0017571949,0.0,-0.003929464,0.0014040497,0.0,0.0,0.00015298661,0.0026195385,0.032313295,0.0020619805,0.029485073,0.017923327,-0.027243057,-0.012888644,-0.0021696042,0.013827009,-0.007230954
2025-02-17,0.003405069,0.00024956983,0.0,-0.003929464,0.0014040497,0.0,0.0,0.00015298661,0.0022538106,0.032313295,0.0013420654,0.08379545,0.01762345,-0.027243057,-0.013343314,-0.0009214408,0.01325792,-0.0074950666
2025-02-18,0.004656397,0.0030690911,0.0,-0.003929464,0.0014040497,0.0,0.0,0.00015298661,0.0029750888,-0.015142156,0.0031816603,0.009991599,0.018541807,-0.021799656,-0.011317493,-0.004209754,0.007301579,-0.007503056
2025-02-19,0.004656397,0.0030690911,0.0,-0.003929464,0.0014040497,0.0,0.0,0.00015298661,0.0029750888,-0.01582111,0.0041267835,-0.025789937,0.018912606,-0.024370233,-0.011317493,-0.0021696042,0.00809733,-0.007819564
2025-02-20,0.004656397,0.0030690911,0.0,-0.003929464,0.0014040497,0.0,0.0,0.00015298661,0.0029750888,-0.015512954,0.0031816603,0.009991599,0.018912606,-0.023523299,-0.011317493,-0.0021696042,0.007301579,-0.007819564
2025-02-21,0.0042689713,0.0025988256,0.0,-0.003929464,0.0014040497,0.0,0.0,0.00015298661,0.003208351,0.0016253613,0.0020619805,0.029485073,0.017321926,-0.024560789,-0.011317493,-0.0009214408,0.014594263,-0.008083677
2025-02-24,0.003405069,0.0017571949,0.0,-0.003929464,0.0011194542,0.0,0.0,0.00015298661,0.0026195385,0.032313295,0.0020619805,0.03112076,0.016939277,-0.026666965,-0.012888644,-0.0009214408,0.017483687,-0.008083677
