snapshot_ts,sora_term_spread_t2,expected_bps,p_no_change,margin_over_second,days_to_next_fomc,p_no_change_missing,margin_over_second_missing,expected_bps_minus_sora_90d,sora_curve_steepness,sora_lag_21d_diff,sora_lag_63d_diff,sora_lag_10d_diff,sora_lag_5d_diff,sora_realized_vol_21d,sora_realized_vol_63d,sora_below_63d_peak,sora_dist_from_63d_ma,sora_accel_21d
2025-02-25,0.002718408,-0.0005191714,0.0044834763,-0.015580002,0.006576818,0.0,0.0,-0.0153876655,0.0015166355,0.038535018,0.008205078,0.009006538,0.00720761,-0.009352409,-0.019019974,-0.0010207978,0.012040504,0.0053605866
2025-02-26,-0.004631431,-0.004221129,0.0044834763,-0.040777635,0.0060084052,0.0,0.0,-0.0153876655,0.0015166355,0.035232123,0.0075602047,0.029170437,0.0064955982,-0.008504835,-0.019019974,-0.0010207978,0.011861492,0.04238778
2025-02-27,0.002718408,7.1573246e-05,0.0044834763,-0.0143017955,0.0060084052,0.0,0.0,-0.002921387,0.0015166355,0.03828633,0.0039789067,-0.036897976,-0.03893606,-0.011718555,-0.021601412,-0.0029267273,0.011527578,0.0044589876
2025-02-28,0.002718408,0.0010710822,0.0044834763,-0.040777635,0.006576818,0.0,0.0,-0.0026388923,0.0015166355,0.03473866,0.0034984488,0.005194305,0.0046930737,-0.009352409,-0.018095693,-0.0010207978,0.016417734,0.04238778
2025-03-03,0.002718408,-0.012964605,0.003821146,-0.015580002,0.0044948854,0.0,0.0,-0.00272156,0.0015166355,0.038535018,0.0066942414,0.009006538,0.0055234153,-0.009352409,-0.017433362,-0.0010207978,0.013866815,0.0053605866
2025-03-04,0.0027712558,-0.021813154,0.0042483704,-0.015580002,0.0025336451,0.0,0.0,-0.00272156,0.0015166355,0.041293055,0.0075722653,0.036809765,0.036589008,-0.008232524,-0.018357644,-0.0010207978,0.018352674,0.0053605866
2025-03-05,0.0036661683,-0.013842848,0.003821146,-0.015580002,0.0012509171,0.0,0.0,-0.0154703325,0.0015166355,0.03902848,0.0076600946,0.03298267,0.00732594,-0.0061557777,-0.018357644,-0.0010207978,0.012585488,0.0053605866
2025-03-06,0.0036661683,-0.021598931,0.004970911,-0.014255263,0.0012509171,0.0,0.0,-0.014021206,0.0020837558,0.0052909977,0.0075722653,0.03266874,0.038976338,-0.0003212546,-0.021154352,-0.0010207978,0.014631659,-0.0074135503
2025-03-07,0.0032400654,-0.021813154,0.0042483704,-0.02280657,0.00061092625,0.0,0.0,-0.009667987,0.0015166355,0.028207727,0.020451304,0.035007786,0.03987836,0.0025461398,-0.017936505,-0.0010207978,0.24536683,0.0053605866
2025-03-10,0.0032400654,0.002751541,0.0044834763,-0.02280657,0.0025025078,0.0,0.0,-0.009585319,0.0015166355,0.02597792,0.021566743,0.031180691,0.03987836,0.0025461398,-0.018598836,-0.0010207978,0.23938635,0.0053605866
2025-03-11,-0.00037177157,0.001328653,0.004910701,-0.023662353,-0.0020392523,0.0,0.0,-0.009585319,0.0015166355,0.02597792,0.021566743,0.051400788,0.04072762,0.0040888526,-0.018598836,-0.00080890924,0.2429982,0.0053605866
2025-03-12,-0.00037177157,-0.0022997395,0.004910701,-0.023662353,-0.0070949676,0.0,0.0,-0.009585319,0.0015166355,0.02597792,0.057945363,0.051400788,0.042110033,0.0040888526,-0.018598836,-0.00080890924,0.2429982,0.0053605866
2025-03-13,-0.0037365183,-0.0011115887,0.0060604652,-0.016435787,-0.018820291,0.0,0.0,-0.014723332,0.0015166355,0.034977995,0.008122929,0.05599697,0.008743976,-0.004613065,-0.021816682,-0.00080890924,0.011861492,-0.0074135503
2025-03-14,-0.0029952722,0.022417475,0.0056332415,-0.014255263,-0.018820291,0.0,0.0,-0.014221032,0.0020837558,0.007384207,0.007958515,0.03266874,-0.03810602,-0.004443041,-0.024398118,-0.0010207978,0.016221764,-0.0074135503
2025-03-17,0.004354567,0.022034138,0.0056332415,-0.014255263,-0.025929645,0.0,0.0,-0.014221032,0.0020837558,0.006890744,0.007958515,0.008692609,-0.03810602,-0.0052906144,-0.023576982,-0.0010207978,0.016400777,-0.013547416
2025-03-18,0.004354567,0.033999912,0.0056332415,-0.012977056,-0.029609565,0.0,0.0,-0.014221032,0.0020837558,0.006436767,0.007788741,-0.037211906,-0.04911701,-0.008024537,-0.021459555,-0.0010207978,0.011233563,-0.039880253
2025-03-19,0.004354567,0.023311969,0.0044834763,-0.012977056,-0.029609565,0.0,0.0,-0.014885367,0.0020837558,0.005398198,0.007788741,-0.037211906,-0.061753564,-0.005766358,-0.02404876,-0.0010207978,0.011233563,0.0044589876
2025-03-20,0.002718408,-0.032223426,0.0019930261,0.0076268367,0.0046852357,0.0,0.0,-0.0027927044,0.0015257081,0.0045140837,0.005075651,-0.037211906,-0.040603988,-0.010691815,-0.020514479,-0.005044015,0.0067130723,0.0020885044
2025-03-21,0.002718408,-0.033136126,0.0019930261,0.0076268367,0.007751837,0.0,0.0,-0.0027927044,0.0015257081,0.0056734104,0.0013891063,-0.0795926,-0.043200534,-0.015774181,-0.020398159,-0.0076914006,-0.049882017,0.0022655197
2025-03-24,0.0027770086,-0.022448173,0.0031427909,0.0076268367,0.007751837,0.0,0.0,-0.014877143,0.0015257081,-0.10230803,0.0016088902,-0.070498995,-0.096995704,-0.017607814,-0.026872015,-0.009665746,-0.051725525,-0.041080907
2025-03-25,-0.002586475,-0.021795062,0.004970911,-0.004146463,0.008968068,0.0,0.0,-0.011317764,0.0020837558,-0.12692313,0.0031122419,-0.045883883,-0.09635517,-0.016574126,-0.025380274,-0.03495838,-0.051725525,-0.040142022
2025-03-26,-0.0060780654,-0.020157462,0.005377255,-0.008953838,0.008968068,0.0,0.0,0.008643552,0.0020837558,-0.12808247,-0.0008463536,-0.045883883,-0.09707482,-0.014315947,-0.028510386,-0.03495838,-0.05141005,-0.037436515
2025-03-27,-0.0061366656,-0.019201903,0.0035491353,0.0035219083,0.0071147406,0.0,0.0,0.008352603,0.0015257081,0.005956861,0.00475684,0.008692609,0.036399193,-0.011509209,-0.017791184,-0.005044015,0.0074180984,-0.041349143
2025-03-28,-0.020826176,-0.022458192,0.0028265947,0.0050238897,0.00949077,0.0,0.0,0.0069034756,0.00095858786,0.041293055,0.008490888,0.036809765,0.0033552686,-0.011800735,-0.01793304,-0.005044015,0.021311987,0.0029901026
2025-04-01,0.010297865,-0.023186464,0.0028265947,0.0041681062,0.008274538,0.0,0.0,0.008488974,0.00095858786,0.037475124,0.006658138,0.05599697,0.011837944,-0.011800735,-0.017150521,-0.004832127,0.07378476,0.0029901026
2025-04-02,0.010297865,-0.025230756,0.0028265947,0.00634863,0.008274538,0.0,0.0,0.009624789,0.0015257081,0.0064503243,0.005939969,0.036495835,0.011954846,-0.010661635,-0.017571658,-0.005044015,0.023862906,0.0029901026
2025-04-03,0.0028951785,-0.023347134,0.0039763595,0.00634863,0.008274538,0.0,0.0,0.009624789,0.0015257081,0.0064503243,0.0047041015,0.036495835,0.011954846,-0.010661635,-0.020368366,-0.005044015,0.023683893,-0.0091197
2025-04-04,0.004202121,-0.03245392,0.0035491353,0.0076268367,0.0058985096,0.0,0.0,0.010289122,0.0015257081,0.006415557,0.0017232941,0.03266874,0.0064955982,-0.009612695,-0.020729749,-0.005044015,0.009952787,-0.009784034
2025-04-07,0.0027770086,-0.032488376,0.0031427909,0.013795961,0.00896511,0.0,0.0,-0.0027927044,0.0015257081,-0.095092215,0.0016088902,0.008269803,-0.096995704,-0.011926127,-0.029204318,-0.009665746,-0.05449128,-0.009236459
2025-04-08,0.0027712558,-0.021535473,0.003570015,0.008686452,0.00896511,0.0,0.0,-0.00212837,0.0015257081,-0.093460985,0.0039400253,0.059615005,-0.05445805,-0.010581774,-0.022819972,-0.0052940706,0.006150894,-0.0414659
2025-04-09,-0.006083818,-0.020807201,0.0039763595,0.017871121,0.0071147406,0.0,0.0,0.008352603,0.0015257081,-0.074859306,0.0042742137,0.063706785,0.006182858,-0.009612695,-0.016866902,-0.0052940706,0.0029222537,-0.0414659
2025-04-10,0.0027712558,-0.021610634,0.003570015,0.00029564148,0.0058985096,0.0,0.0,-0.0018458753,0.0015257081,0.007553317,0.0042742137,0.059615005,0.0055423323,-0.009612695,-0.016866902,-0.004832127,0.0074018682,-0.038978655
2025-04-11,0.002718408,-0.022413718,0.0031427909,0.0076268367,0.0058985096,0.0,0.0,-0.0018458753,0.0015257081,-0.07457513,0.005240067,0.008692609,0.0064955982,-0.01046027,-0.017791184,-0.0055059586,0.005370962,-0.0414659
2025-04-14,0.002718408,-0.029895214,0.0031427909,0.0076268367,0.0058985096,0.0,0.0,-0.015258983,0.0015257081,0.0055028833,0.006267677,-0.037211906,0.035758667,-0.014243129,-0.020729749,-0.005044015,0.0055917865,-0.010021298
2025-04-15,0.002718408,-0.03381368,0.0019930261,0.0076268367,0.0058985096,0.0,0.0,-0.015258983,0.0015257081,0.005468115,0.00578505,-0.068365246,0.00720761,-0.014615188,-0.023951653,-0.005044015,0.005242228,0.000977598
2025-04-16,0.002718408,-0.03310167,0.0019930261,0.0076268367,0.0058985096,0.0,0.0,-0.015258983,0.0015257081,0.005922094,0.00578505,0.008692609,0.0064955982,-0.01046027,-0.024454968,-0.005044015,0.005575556,0.0018791961
2025-04-17,0.002718408,-0.028269215,0.003821146,-0.011556786,0.0058985096,0.0,0.0,-0.00272156,0.0015166355,0.036515377,0.006544655,0.009006538,0.00720761,-0.010565682,-0.024879573,-0.005044015,0.020329902,0.00424968
2025-04-21,0.004202121,-0.021813154,0.00422749,-0.015580002,0.0050681685,0.0,0.0,0.009413438,0.0015166355,0.041293055,0.003510509,0.03298267,0.036589008,-0.010767047,-0.024879573,-0.0010207978,0.022414431,0.00424968
2025-04-22,0.004202121,-0.021813154,0.004654715,-0.0124125695,0.0037469189,0.0,0.0,0.009413438,0.0015166355,0.038498852,0.003510509,0.05599697,0.037438266,-0.009445797,-0.024879573,-0.004832127,0.022414431,0.00424968
2025-04-23,0.0050970335,-0.025083862,0.004654715,-0.015580002,0.0018241999,0.0,0.0,0.009413438,0.0015166355,0.041258287,0.0030278827,0.036809765,0.008037951,-0.0073690517,-0.024879573,-0.0010207978,0.0223982,0.00424968
2025-04-24,0.0036661683,-0.024371851,0.003821146,-0.036754426,0.0018241999,0.0,0.0,-0.00272156,0.0015166355,0.03746193,0.0023830095,0.029170437,0.00732594,-0.0073690517,-0.024879573,-0.005044015,0.0223982,0.041276872
2025-04-25,0.0036661683,-0.024371851,0.0042483704,-0.040777635,0.0018241999,0.0,0.0,-0.00272156,0.0015166355,0.03746193,0.004933929,0.03299753,0.00732594,-0.0073690517,-0.024879573,-0.0010207978,0.019847281,0.041276872
2025-04-28,0.0036661683,-0.028865855,0.003821146,-0.036754426,0.0018241999,0.0,0.0,-0.0154703325,0.0015166355,0.03746193,0.0064447653,0.029170437,0.00732594,-0.0073690517,-0.024879573,-0.005044015,0.012068962,0.041276872
