time,open,high,low,close,Volume
1452470400,1459.826,1459.826,1438.592,1439.822,
1452556800,1439.822,1449.108,1439.822,1444.297,
1452643200,1444.297,1449.527,1441.98,1449.527,
1452729600,1449.527,1449.527,1432.696,1434.415,
1452816000,1434.415,1443.062,1434.415,1437.663,
1453075200,1437.663,1437.663,1424.424,1429.016,
1453161600,1429.016,1451.514,1429.016,1451.514,
1453248000,1451.9561,1451.9561,1429.2061,1430.33,
1453334400,1430.33,1431.957,1411.049,1412.931,
1453420800,1414.135,1425.8879,1412.3101,1421.743,
1453680000,1422.177,1438.327,1422.177,1434.394,
1453766400,1438.699,1438.699,1428.819,1433.139,
1453852800,1434.208,1449.652,1434.208,1448.262,
1453939200,1450.516,1451.6689,1443.787,1449.954,
1454025600,1452.324,1470.873,1446.5389,1470.873,
1454284800,1478.114,1481.986,1468.366,1476.027,
1454371200,1477.454,1482.02,1469.674,1480.967,
1454457600,1482.425,1482.425,1463.061,1468.864,
1454544000,1469.533,1485.333,1468.5909,1476.828,
1454630400,1476.828,1500.9821,1476.828,1500.9821,
1455062400,1500.9821,1500.9821,1472.439,1480.59,
1455148800,1480.59,1487.353,1475.502,1479.1591,
1455235200,1480.561,1484.157,1472.812,1474.361,
1455494400,1474.361,1502.514,1474.361,1502.514,
1455580800,1502.514,1508.7581,1494.824,1505.83,
1455667200,1506.613,1513.149,1501.166,1504.121,
1455753600,1504.121,1526.98,1504.121,1525.234,
1455840000,1525.234,1529.208,1518.079,1524.512,
1456099200,1524.512,1530.934,1523.799,1526.967,
1456185600,1526.967,1536.443,1526.967,1533.071,
1456272000,1533.071,1539.9771,1518.376,1518.376,
1456358400,1518.376,1527.5179,1514.738,1520.774,
1456444800,1520.774,1539.702,1520.774,1537.049,
1456704000,1538.071,1548.1071,1532.353,1548.1071,
1456790400,1548.4821,1549.99,1537.704,1545.157,
1456876800,1545.157,1563.233,1545.157,1550.9449,
1456963200,1550.9449,1562.636,1545.351,1550.202,
1457049600,1550.202,1572.243,1550.202,1572.243,
1457308800,1572.412,1572.532,1551.093,1553.6591,
1457395200,1553.6591,1554.347,1535.056,1537.127,
1457481600,1537.127,1548.303,1537.127,1545.832,
1457568000,1545.832,1555.85,1545.832,1549.7419,
1457654400,1549.7419,1556.01,1546.8979,1554.093,
1457913600,1554.093,1562.323,1549.178,1552.363,
1458000000,1552.363,1552.363,1541.823,1549.687,
1458086400,1549.687,1560.209,1547.335,1555.2679,
1458172800,1555.2679,1569.14,1555.2679,1566.276,
1458259200,1567.079,1576.582,1567.079,1576.582,
1458518400,1576.582,1578.344,1567.926,1572.8051,
1458604800,1572.8051,1578.764,1567.927,1575.4301,
1458691200,1575.4301,1578.87,1569.34,1574.3979,
1458777600,1574.3979,1574.3979,1562.286,1563.47,
1459123200,1563.47,1566.593,1559.7159,1560.678,
1459209600,1560.678,1565.244,1558.942,1562.626,
1459296000,1563.098,1573.6219,1563.098,1570.803,
1459382400,1570.803,1570.803,1556.939,1562.304,
1459468800,1562.304,1562.78,1550.418,1555.369,
1459728000,1555.369,1563.236,1553.288,1560.327,
1459814400,1560.327,1562.499,1554.584,1560.517,
1459900800,1560.517,1562.7321,1554.665,1559.886,
1459987200,1559.886,1566.087,1553.833,1555.67,
1460073600,1556.057,1564.366,1547.76,1564.366,
1460332800,1564.366,1571.896,1557.693,1565.275,
1460419200,1565.275,1572.924,1565.275,1569.52,
1460505600,1569.52,1581.968,1569.52,1579.957,
1460592000,1579.957,1590.166,1579.957,1584.495,
1460678400,1584.495,1594.03,1584.062,1593.234,
1460937600,1593.234,1594.141,1586.7,1589.073,
1461024000,1589.073,1597.566,1587.381,1597.241,
1461110400,1598.8199,1599.323,1589.5081,1592.451,
1461196800,1594.401,1609.953,1593.204,1608.907,
1461283200,1609.6479,1609.6479,1596.572,1607.41,
1461542400,1607.41,1607.41,1594.838,1600.962,
1461628800,1600.962,1605.34,1596.021,1604.501,
1461715200,1607.2159,1607.2159,1595.4821,1595.692,
1461801600,1597.772,1612.167,1597.772,1612.167,
1461888000,1613.5229,1613.5229,1599.8051,1604.974,
1462233600,1606.421,1606.422,1594.562,1597.756,
1462320000,1600.761,1600.761,1575.584,1575.816,
1462406400,1576.401,1579.775,1572.417,1577.1281,
1462492800,1578.901,1582.66,1571.192,1578.819,
1462752000,1579.446,1586.1,1576.16,1585.787,
1462838400,1585.787,1591.316,1582.311,1587.192,
1462924800,1589.996,1591.7061,1580.428,1588.7939,
1463011200,1590.0291,1590.9091,1583.042,1585.324,
1463097600,1585.324,1589.12,1575.631,1577.296,
1463356800,1577.296,1582.371,1572.801,1580.677,
1463443200,1580.677,1590.908,1580.677,1585.373,
1463529600,1586.155,1591.109,1578.144,1591.109,
1463616000,1591.109,1591.109,1560.952,1566.239,
1463702400,1566.239,1573.738,1564.189,1573.738,
1463961600,1573.738,1575.8149,1568.849,1575.511,
1464048000,1575.511,1575.511,1565.11,1571.244,
1464134400,1571.244,1576.719,1569.593,1570.8669,
1464220800,1570.8669,1577.991,1568.298,1574.193,
1464307200,1574.193,1581.554,1572.498,1578.105,
1464566400,1578.105,1583.09,1573.62,1577.036,
1464652800,1577.036,1587.434,1577.036,1580.499,
1464739200,1580.499,1581.4301,1575.072,1579.0909,
1464825600,1579.0909,1580.9399,1570.441,1570.441,
1464912000,1570.441,1582.1379,1570.441,1582.136,
1465171200,1582.136,1592.451,1582.136,1588.593,
1465257600,1588.593,1592.802,1585.4041,1589.885,
1465344000,1589.885,1592.49,1586.426,1592.473,
1465430400,1592.473,1597.226,1589.288,1592.87,
1465516800,1592.87,1594.483,1586.139,1588.871,
1465776000,1588.871,1588.871,1575.797,1579.1801,
1465862400,1579.1801,1586.623,1578.761,1580.031,
1465948800,1580.031,1583.472,1576.1219,1578.9871,
1466035200,1578.9871,1583.865,1573.877,1573.877,
1466121600,1573.877,1582.911,1573.877,1577.938,
1466380800,1577.938,1586.847,1577.938,1585.527,
1466467200,1585.527,1585.751,1574.832,1577.0031,
1466553600,1577.0031,1586.493,1577.0031,1579.111,
1466640000,1579.111,1582.496,1573.178,1574.1379,
1466726400,1574.1379,1575.666,1547.949,1561.624,
1466985600,1561.624,1588.8979,1558.424,1583.017,
1467072000,1583.017,1616.1021,1578.014,1610.126,
1467158400,1610.126,1625.976,1608.879,1625.976,
1467244800,1625.976,1643.999,1625.976,1631.224,
1467331200,1631.224,1643.749,1631.224,1639.006,
1467590400,1639.006,1661.426,1639.006,1660.692,
1467676800,1660.692,1662.5649,1644.973,1652.42,
1467849600,1652.42,1664,1652.42,1664,
1467936000,1664,1664,1651.231,1654.23,
1468195200,1654.23,1666.9399,1654.23,1660.834,
1468281600,1660.834,1676.589,1660.3521,1676.501,
1468368000,1676.8831,1678.146,1667.679,1673.389,
1468454400,1673.389,1675.118,1666.582,1668.918,
1468540800,1668.918,1676.824,1668.918,1675.473,
1468800000,1675.473,1686.12,1675.473,1685.2469,
1468886400,1685.655,1686.415,1670.941,1677.412,
1468972800,1677.412,1681.686,1670.441,1681.686,
1469059200,1682.811,1688.3311,1679.844,1688.3311,
1469145600,1689.1071,1689.1071,1675.3311,1678.183,
1469404800,1679.3311,1680.948,1663.066,1667.941,
1469491200,1673.646,1692.97,1669.4919,1692.97,
1469577600,1695.155,1695.155,1683.012,1690.953,
1469664000,1694.364,1696.55,1688.198,1693.963,
1469750400,1695.1021,1696.425,1680.075,1683.545,
1470009600,1687.014,1696.009,1686.179,1693.592,
1470096000,1695.171,1695.171,1677.989,1682.512,
1470182400,1683.152,1683.152,1669.853,1679.098,
1470268800,1681.401,1686.172,1674.986,1686.172,
1470355200,1690.369,1690.369,1681.509,1689.783,
1470614400,1689.783,1699.33,1689.641,1695.9301,
1470787200,1695.9301,1706.347,1695.9301,1704.3051,
1470873600,1704.955,1704.955,1695.5291,1701.657,
1470960000,1701.657,1702.325,1692.975,1699.647,
1471219200,1699.647,1705.934,1694.6,1697.438,
1471305600,1697.438,1704.892,1696.111,1701.886,
